	ERR2213660	ERR2213661	ERR2213662	ERR2213663	ERR2213664	ERR2213665	ERR2213666	ERR2213667	ERR2213668	ERR2213669	ERR2213670	ERR2213671	ERR2213672	ERR2213673	ERR2213674	ERR2213675	ERR2213676	ERR2213677	ERR2213678	ERR2213679	ERR2213680	ERR2213681	ERR2213682	ERR2213683	ERR2213684	ERR2213685	ERR2213686	ERR2213687	ERR2213688	ERR2213689	ERR2213690	ERR2213691	ERR2213692	ERR2213693	ERR2213694	ERR2213695	ERR2213696	ERR2213697	ERR2213698	ERR2213699	ERR2213700	ERR2213701	ERR2213702	ERR2213703	ERR2213704	ERR2213705	ERR2213706	ERR2213707	ERR2213708	ERR2213709	ERR2213710	ERR2213711	ERR2213712	ERR2213713	ERR2213714	ERR2213715	ERR2213716	ERR2213717	ERR2213718	ERR2213719	ERR2213720	ERR2213721	ERR2213722	ERR2213723	ERR2213724	ERR2213725	ERR2213726	ERR2213727	ERR2213728	ERR2213729	ERR2213730	ERR2213731	ERR2213732	ERR2213733	ERR2213734	ERR2213735	ERR2213736	ERR2213737	ERR2213738	ERR2213739	ERR2213740	ERR2213741	ERR2213742	ERR2213743	ERR2235210	ERR2235211	ERR2235212	ERR2235213	ERR2235214	ERR2235215	ERR2235216	ERR2235217	ERR2235218	ERR2235219	ERR2235220	ERR2235221	ERR2235222	ERR2235223	ERR2235224	ERR2235225	ERR2235226	ERR2235227	ERR2235228	ERR2235229	ERR2235230	ERR2235231	ERR2235232	ERR2235233	ERR2235234	ERR2235235	ERR2235236	ERR2235237	ERR2235238	ERR2235239	ERR2235240	ERR2235241	ERR2235242	ERR2235243	ERR2235244	ERR2235245	ERR2235246	ERR2235247	ERR2235248	ERR2235249	ERR2235250	ERR2235251	ERR2235252	ERR2235253	ERR2235254	ERR2235255	ERR2235256	ERR2235257	ERR2235258	ERR2235259	ERR2235260	ERR2235261	ERR2235262	ERR2235263	ERR2235264	ERR2235265	ERR2235266	ERR2235267	ERR2235268	ERR2235269	ERR2235270	ERR2235271	ERR2235272	ERR2235273	ERR2235274	ERR2235275	ERR2235276	ERR2235277	ERR2235278	ERR2235279	ERR2235280	ERR2235281	ERR2235282	ERR2235283	ERR2235284	ERR2235285	ERR2235286	ERR2235287	ERR2235288	ERR2235289	ERR2235290	ERR2235291	ERR2235292	ERR2235293	ERR2235294	ERR2235295	ERR2235296	ERR2235297	ERR2235298	ERR2235299	ERR2235300	ERR2235301	ERR2235302	ERR2235303	ERR2235304	ERR2235305	ERR2235306	ERR2235307	ERR2235308	ERR2235309	ERR2235310	ERR2235311	ERR2235312	ERR2235313	ERR2235314	ERR2235315	ERR2235316	ERR2235317	ERR2235318	ERR2235319	ERR2235320	ERR2235321	ERR2235322	ERR2235323	ERR2235324	ERR2235325	ERR2235326	ERR2235327	ERR2235328	ERR2235329	ERR2235330	ERR2235331	ERR2235332	ERR2235333	ERR2235334	ERR2235335	ERR2235336	ERR2235337	ERR2235338	ERR2235339	ERR2235340	ERR2235341	ERR2235342	ERR2235343	ERR2235344	SRR5367462	SRR5367463	SRR5367464	SRR5367465	SRR5367466	SRR5367467	SRR5367468	SRR5367469	SRR5367470	SRR5367471	SRR5367472	SRR5367473	SRR5367474	SRR5367475	SRR5367476	SRR5367477	SRR5367478	SRR5367479	SRR5367480	SRR5367481	SRR5367482	SRR5367483	SRR5367484	SRR5367485	SRR5367486	SRR5367487	SRR5367488	SRR5367489	SRR5367490	SRR5367491	SRR5367492	SRR5367493	SRR5367494	SRR5367495	SRR5367496	SRR5367497	SRR5367498	SRR5367499	SRR5367500	SRR5367501	SRR5367502.R1	SRR5367503.R1	SRR5367504.R1	SRR5367505.R1	SRR5367506.R1	SRR5367507.R1	SRR5367508.R1	SRR5367509.R1	SRR5367510.R1	SRR5367511.R1	SRR5367512.R1	SRR5367513.R1	SRR5367514.R1	SRR5367515.R1	SRR5367516.R1	SRR5367517.R1	SRR5367518.R1	SRR5367519.R1	SRR5367520.R1	SRR5367521.R1	SRR5367522.R1	SRR5367523.R1	SRR5367524.R1	SRR5367525.R1	SRR5367526.R1	SRR5367527.R1	SRR5367528.R1	SRR5367529.R1	SRR5367530.R1	SRR5367531.R1	SRR5367532.R1	SRR5367533.R1	SRR5367534.R1	SRR5367535.R1	SRR5367536.R1	SRR5367537.R1	SRR5367538.R1	SRR5367539.R1	SRR5367540.R1	SRR5367541.R1	SRR5367542.R1	SRR5367543.R1	SRR5367544.R1	SRR5930493	SRR5930494	SRR5930495	SRR5930496	SRR5930497	SRR5930498	SRR5930499	SRR5930500	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930524	SRR5930525	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930535	SRR5930536	SRR6000872	SRR6000875	SRR6000876	SRR6000879	SRR6000880	SRR6000881	SRR6000882	SRR6000883	SRR6000884	SRR6000885	SRR6000886	SRR6000887	SRR6000888	SRR6000889	SRR6000897	SRR6000898	SRR6000904	SRR6000913	SRR6000914	SRR6000915	SRR6000916	SRR6000917	SRR6000918	SRR6000919	SRR6000922	SRR6000923	SRR6000924	SRR6000925	SRR6000926	SRR6000927	SRR6000928	SRR6000929	SRR6000930	SRR6000933	SRR6000934	SRR6000935	SRR6000936	SRR6000937	SRR6000938	SRR6000939	SRR6000941	SRR6000948	Wargo.109865	Wargo.115690	Wargo.116774	Wargo.117349	Wargo.118369	Wargo.118370	Wargo.120662	Wargo.121296	Wargo.121409	Wargo.121585	Wargo.121891	Wargo.121892	Wargo.122114	Wargo.122410	Wargo.122412	Wargo.122637	Wargo.122639	Wargo.122724	Wargo.123009	Wargo.123197	Wargo.123305	Wargo.123704	Wargo.123986	Wargo.124418	Wargo.124419	Wargo.124421	Wargo.126747	Wargo.126802	Wargo.127261	Wargo.127262	Wargo.130510	Wargo.130511	Wargo.130801	Wargo.131051	Wargo.131300	Wargo.131302	Wargo.131512	Wargo.131541	Wargo.132265	Wargo.132266	Wargo.132268	Wargo.132538	Wargo.133270
g.Hafnia	0	0	0	0	0	0	0	0.188252311701185	0	0	0	0	0	0.00177196670584682	0.00376610838350994	0	0	0	0	0	0	0.00418999958100004	0	0	0	0	0	0	0.0740300074030007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275000082500025	0	0	0	0	0	0.016122462457378	0	0	0.0063499440123233	0	0	0	0	0.102347691518796	0	0	0	0	0	0	0	0	0.01127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022662267705486	0	0	0	0.0208896148289013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0266099761381196	0	0	0.00987068107699431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00550357622383024	0	0.00347999965200003	0	0	0	0	0	0	0	0.0313438585175485	0.0296205468428723	0.000910848364166385	0	0	0	0.00188084035947261	0	0	0.0240824520439077	0.414260706856919	0.382366886607425	0.0190200038040008	0	0	0	0	0	0	0	0	0	0	0.0677169754843353	0	0	0	0	0.0743099777070067	0.00829000165800033	0	0	0	0	0	0	0	0.156920363045218	0	0	0	0	0	0	0	0	0	0	0.75	0.1	0	1	0.7	0.05	0.15	0	0	0	1.55	0	0	0.15	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0.1	0	0	0.4	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g.Hallella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4.8	3.05	3.35	1.15	0	0	0	0	0	0	0	0	0.25	1.45	1.53034300791557	2.85888077858881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g.Halomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g.Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04594979081004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0
g.Hespellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.05	0.1	0	0	0.05	0.05	0	0	0	0	0	0	0	0.05	0.05	0	0	0.05	0.05	0	0	0.15	0	0	0	0	0	0	0	0	0.25	0.05	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.05	0	0	0	0	0	0.1	0	0.15	0.05	0.05	0	0	0.1	0	0.182481751824818	0.168255748738082	0.15	0	0.1	0	0.1	0.1	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0.05	0	0.04	0.01	0.02	0.03	0.2	0.04	0.09	0.02	0.04	0.14	0	0	0.04	0	0.13	0.02	0	0.18	0	0.02	0	0.28	0	0	0	0	0.02	0	0.02	0	0.07	0.05	0	0	0.37	0	0.0125	0	0.0125	0	0	0.0125	0.0125	0.0125	0	0.025	0	0.0125	0.025	0	0	0.0125	0	0.0125	0	0.0125	0	0.0125	0.025	0	0	0	0	0	0.0125	0	0	0	0	0	0.075	0	0	0	0.025	0.0125	0	0
g.Holdemania	0.0682650106517819	0.0811999837600032	0.109589989041001	0	0	0	0.144344030239739	0.193262639376615	0.162479967504007	0.00712999928700007	0.141907988768593	0.0446068516124077	0.00983999704800088	0.108109991279321	0.0766555736113875	0	0.267510026751003	0	0	0.0847099745870076	0.0281700084510025	0.0310599968940003	0.349810034981003	0.266888672168597	0.258550025855003	0	0	0	0	0.0532100212840085	0.032616190552967	0	0.122080012208001	0	0.0907299818540036	0.0512931083623668	0.0661403902283023	0.0150408452955056	0.0939147241097388	0	0.0790800158160032	0	0.000700012740231872	0.217940021794002	0.066520019956006	0.03543	0.0604799818560055	0.0341330139451314	0.0485691123259282	0.0165724857107345	0.0356356283594004	0.027642042746959	0.283550028355003	0.0131405781453757	0	0.363449854620058	0	0.0652200130440026	0.0666241296688044	0	0.0607856004462227	0.0675685198428282	0.04445	0.25737	0.00949750407010576	0.117610035283011	0	0.00844	0.0246600024660003	0.07576	0.0315800094740028	0.124064269379123	0.0177370071147004	0.113914112194002	0	0.0668700267480107	0	0.0303082767424131	0.0538657805268698	0.0519200051920005	0.0575656068559442	0.11253003375901	0.0947000189400038	0.0395900079180016	0.05915	0	0	0	0	0	0	0	0.139462173492233	0.07918	0.0120999987900001	0	0.0354935783841206	0.0184299853660713	0.0526574134494418	0	0	0.0526532358729908	0.0897136244024637	0.0979400195880039	0	0.00952	0.0724141131216254	0	0.371939925612015	0	0.101959979608004	0.365789963421004	0.0320999967900003	0.202329959534008	0.159399645426645	0	0.0873000087300009	0.0605336654406479	0	0.176790017679002	0.00915338068548159	0.01801	0.09887	0.104899979020004	0.146909123747934	0.00460152816750443	0.0183800018380002	0.0701099929890007	0.0198099980190002	0	0.0835400250620075	0.0754838754373481	0.148390059356024	0.0217127336331644	0.0235800070740021	0.0241100024110002	0.0272699945460011	0.131530122750437	0.127195955275062	0.0583100233240093	0.0522045389641015	0.078248146537074	0.0802499919750008	0.199500019950002	0.26724844014237	0.00883150930494021	0.0134000013400001	0.0122	0.0273012671922373	0.0195806630074655	0.054780016434005	0.0929764432675185	0.0537897662917732	0.0525655456650677	0	0.192750038550008	0.0481200048120005	0.0185101869528882	0.00673049940305571	0.0510440528978001	0.0368374035151114	0.0214139147618122	0.0377201769037286	0.0463499953650005	0.0487999951200005	0.0540300162090049	0.104404531156652	0.0826199917380008	0.13527	0.10714003214201	0.06926	0.0462064871098255	0.050879888833114	0.0279860662220792	0.173178369101205	0.0185400018540002	0.0229799954040009	0.0146165306659015	0.0205506575710163	0.0145100014510001	0.0458933539367623	0.0389404864237348	0.0924428986148663	0.023340004668001	0	0.0448705005949519	0.0161653194508492	0	0	0.025690005138001	0.129354854811427	0.0742753200601531	0.0509100152730046	0.137163675986516	0.0178430229238507	0.0385599884320035	0.145489941804023	0.02424	0	0.0799599760120072	0.26184005236801	0.0186499981350002	0.0373105647023618	0.0693700069370007	0.0451699909660018	0.18469	0.211609978839002	0.105430031629009	0.0172859933946584	0.0417313980018331	0.253629923911023	0.100940010094001	0.19316	0.0208712008865138	0.0284999971500003	0.0298937705705356	0.0338800135520054	0.181959981804002	0.220709955858009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.0756524865666687	0.0813799837240033	0.200111826608953	0.0893714971977582	0.0685250640022298	0.325881018568486	0	0	0.0293423151086621	0	0.0311302708333563	0.613282023830679	0.0206165942967495	0.251930664823729	0.423559984062496	0.0275005720118979	0.155200761242507	0.126299962110011	0.0790360047909702	0.0281706310221349	0	0.0837833394775788	0	0.0208903614032523	0	0	0.0142205403805345	0.0399836704169156	0.114331257643834	0.00203999959200008	0.0485200048520005	0.019605542486861	0.036930509641033	0	0.0765336000207237	0.0431245021980295	0.0339026511873229	0.00827025720499908	0.011901291290105	0	0.10245	0.181982784244587	0.0232111675217263	0.0838003352013408	0.04	0.06	0.1	0.09	0	0.02	0	0.01	0.03	0.03	0.04	0.02	0.02	0.03	0.32	0.06	0.03	0.06	0.19	0.03	0	0.06	0.02	0.02	0.02	0.11	0.01	0	0.07	0.02	0.17	0	0.16	0	0.09	0.01	0	0	0.06	0	0.12	0.12	0	0	0.0625	0.025	0.0125	0	0.0625	0.025	0.075	0.0875	0.025	0.0375	0	0.0375	0.1125	0	0	0.125	0.0125	0	0	0.35	0	0.0125	0	0.025	0.05	0	0.0875	0.0125	0.0375	0.05	0	0.0625	0.0375	0	0.1375	0	0.025	0.1875	0.0125	0	0
g.Howardella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0.05	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0527704485488127	0.0608272506082725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0
g.Humibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.04	0.07	0	0	0	0	0.01	0.12	0	0	0	0	0	0.01	0	0	0.19	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g.Hydrocarboniphaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g.Hydrogenoanaerobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.1	0.3	0.05	0	0	0	0.1	0.05	0	0.05	0	0	0	0.1	0	0.2	0	0	0	0	0	0.05	0	0	0.05	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.05	0	0.05	0	0.05	0.05	0	0.05	0	0	0.05	0	0.05	0	0	0	0	0	0	0	0.05	0	0	0.05	0.2	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.07	0	0	0	0.01	0	0.04	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0
