kegglevel3	SRR5930525.R1	SRR5930517.R1	SRR5930496.R1	SRR5930514.R1	SRR5930497.R1	SRR5930498.R1	SRR5930501.R1	SRR5930505.R1	SRR5930509.R1	SRR5930512.R1	SRR5930516.R1	SRR5930526.R1	SRR5930533.R1	SRR5930522.R1	SRR5930521.R1	SRR5930520.R1	SRR5930532.R1	SRR5930534.R1	SRR5930494.R1	SRR5930511.R1	SRR5930500.R1	SRR5930503.R1	SRR5930530.R1	SRR5930495.R1	SRR5930502.R1	SRR5930508.R1	SRR5930515.R1	SRR5930519.R1	SRR5930535.R1	SRR5930493.R1	SRR5930506.R1	SRR5930513.R1	SRR5930504.R1	SRR5930510.R1	SRR5930528.R1	SRR5930529.R1	SRR5930536.R1	SRR5930527.R1	SRR5930518.R1	SRR5930523.R1	SRR5930524.R1	SRR5930499.R1	SRR5930507.R1	SRR5930531.R1
Human_Diseases;Immune_System_Diseases;Primary_immunodeficiency	0.000465830636929	0.000387208324723	0.000414707459446	0.00032834840751	0.000460898077278	0.000429479570193	0.000415136877247	0.000461852224859	0.000306914838049	0.000508885957545	0.00049397761822	0.000472165452829	0.000407546047009	0.000452504491462	0.000508433877371	0.000447074286956	0.000468388688387	0.000464129769933	0.000472637566806	0.000475251703664	0.000423690033059	0.000370851871263	0.000416981727522	0.000351736015046	0.000445014766652	0.000525141816259	0.000489363780257	0.000481521201875	0.000540027828749	0.000358302063381	0.000454428444003	0.000527368802791	0.000466987519607	0.000472093203415	0.000449882281983	0.00046502489393	0.000506697989606	0.000383707686498	0.000526914530068	0.000479936236461	0.00046700362185	0.00041999886552	0.000469572507467	0.000509863189865
Human_Diseases;Immune_System_Diseases;Rheumatoid_arthritis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Human_Diseases;Immune_System_Diseases;Systemic_lupus_erythematosus	1.75578096369e-06	7.73950414256e-05	4.00215252462e-05	1.37065661762e-06	1.90927123976e-07	4.44687896245e-07	1.60038274417e-05	0.0	5.38078858128e-05	1.4921154011e-07	0.0	0.0	6.05746205424e-07	1.61197528765e-05	3.56795703419e-07	3.57754830853e-07	0.0	1.15949621325e-05	2.43105477997e-06	8.45831730658e-07	3.24397317888e-05	1.34326062637e-06	1.35045847512e-05	3.53268044833e-05	0.0	0.0	0.0	2.46324790364e-05	0.0	0.0	0.0	0.0	0.0	4.04535735574e-07	8.84898272979e-08	4.99247505172e-06	0.0	7.54037292009e-06	0.0	2.71380399469e-07	9.98938228557e-08	2.69539501819e-05	1.27255422078e-06	0.0
Human_Diseases;Infectious_Diseases;African_trypanosomiasis	1.75578096369e-05	8.63700688198e-05	5.5089581514e-05	3.25911684634e-05	8.01893920699e-06	1.04056967721e-05	2.31032696902e-05	6.42379858671e-06	6.05815735658e-05	3.9317240819e-05	6.62926643052e-05	1.22720065713e-05	6.42090977749e-05	5.68029387077e-05	2.59271544484e-05	1.22829158593e-05	2.69987471526e-05	1.92145086767e-05	1.74225592565e-05	7.92967247492e-06	4.14439158975e-05	1.01863930833e-05	2.10317303502e-05	5.29000873257e-05	4.45757696146e-06	9.95484576768e-06	9.28219063713e-06	2.86336939053e-05	1.41718631828e-05	5.48534085276e-05	4.50040548653e-06	5.00522591087e-06	1.26840527514e-05	1.18326702656e-05	1.34504537493e-05	9.01866460955e-06	3.194925974e-06	1.16754161343e-05	5.26192305335e-06	7.87003158461e-06	1.58831178341e-05	3.56033521059e-05	8.39885785714e-06	1.36522222101e-05
Human_Diseases;Infectious_Diseases;Amoebiasis	0.000106005275683	0.000170408961693	0.000168819815127	0.000110566300488	0.000120570478791	0.00012673605043	0.000116599314218	0.00013820613724	0.000143869311712	8.24393759108e-05	9.08344181337e-05	8.65176463273e-05	8.75909013043e-05	0.000132220353951	0.000127613929923	8.45493916916e-05	0.000194004026771	0.00014046468412	0.00010676382242	0.000124548722339	0.000139873216154	0.000102759437917	0.000102059238857	0.000171947813658	0.000211084842362	7.99231903062e-05	0.000174354661968	0.000159548442896	7.8045049359e-05	9.49655902663e-05	0.000146150668175	0.000131349261782	0.00013630890492	0.000132889989136	0.00013786715093	0.000121590924647	0.000146275799999	0.000125389104526	0.000145786221066	0.000115743740374	9.99937166785e-05	0.000142513982865	0.000139217431753	6.66390648471e-05
Human_Diseases;Infectious_Diseases;Bacterial_invasion_of_epithelial_cells	2.63367144554e-06	4.54579309578e-06	5.75849284119e-07	3.35049395419e-06	3.81854247952e-07	2.40131463972e-06	2.64724965201e-06	3.0229640408e-06	2.00348511005e-06	1.91736829041e-05	7.93117654215e-06	4.09066885708e-07	1.64762967875e-05	3.56937385123e-05	1.30825091253e-06	2.50428381597e-06	1.85561421798e-05	1.65642316179e-06	2.3297608308e-06	8.45831730658e-07	5.79721442613e-06	0.0	5.53466588163e-06	1.35179098788e-06	5.57197120182e-06	1.00496538226e-05	7.86059387288e-06	1.62549354048e-06	1.66669095178e-05	1.97552495063e-05	3.48781425206e-06	4.55020537352e-07	4.46621575752e-07	2.22494654566e-06	1.59281689136e-06	1.52995203198e-06	6.90794805189e-07	2.43237836132e-07	2.78572396942e-06	1.05838355793e-05	1.48841796055e-05	4.72699872592e-06	8.48369480519e-07	5.40682067725e-07
Human_Diseases;Infectious_Diseases;Chagas_disease_American_trypanosomiasis	3.84077085807e-06	7.92599821828e-05	4.07893242917e-05	1.44680420749e-05	3.05483398362e-06	1.86768916423e-06	1.7568111327e-05	0.0	5.45711182357e-05	3.6556827327e-05	5.89600671247e-05	3.06800164281e-07	5.87573819261e-05	2.51391384146e-05	2.43810397336e-05	6.0818321245e-06	2.638314054e-07	1.40243827698e-05	4.65952166161e-06	1.58593449498e-06	3.47832865568e-05	1.79101416849e-06	1.61612243744e-05	4.33474310113e-05	2.32165466743e-06	7.2054121747e-06	3.01044020664e-06	2.56327827537e-05	1.21758261148e-05	4.80343376321e-05	5.62550685817e-07	4.55020537352e-07	0.0	9.10205405042e-06	4.4244913649e-07	5.3950940075e-06	3.45397402594e-07	8.02684859235e-06	2.06349923661e-06	5.42760798938e-06	1.14877896284e-05	2.90660134424e-05	2.4602714935e-06	6.35301429577e-06
Human_Diseases;Infectious_Diseases;Epithelial_cell_signaling_in_Helicobacter_pylori_infection	0.000959753769278	0.000882932889757	0.000997946809377	0.000946971427597	0.00103759345525	0.00106182575865	0.000952769215663	0.00104877958691	0.00101500371837	0.00097658953002	0.000967154603621	0.000967749984865	0.00092921467912	0.000891192051887	0.000991297395998	0.000949362069473	0.00106579093401	0.00103338719653	0.000961684753377	0.000996284049749	0.000909422594976	0.000980132503706	0.000963031863404	0.00104096918007	0.00110659348068	0.000939358208249	0.0010936260284	0.000971419947382	0.000935542573774	0.000923181862715	0.00105669520824	0.000989062974691	0.00102463921909	0.00105634393952	0.000968255690294	0.00102506786142	0.00105657065454	0.000965775828362	0.000970773215862	0.000977919269487	0.000986251713054	0.000919853837176	0.00105935897032	0.00102607939403
Human_Diseases;Infectious_Diseases;Hepatitis_C	1.75578096369e-06	1.86494075724e-06	5.75849284119e-07	6.3963975489e-06	0.0	3.64644074921e-06	1.20329529637e-06	0.0	3.81616211438e-07	0.0	2.69360712752e-06	0.0	0.0	0.0	0.0	9.54012882274e-07	0.0	0.0	2.02587898331e-06	0.0	1.85017481685e-06	1.34326062637e-06	0.0	2.61346257657e-06	0.0	0.0	0.0	0.0	0.0	1.20336545216e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0809459033e-07	0.0	0.0	0.0	2.41378658345e-06	2.20576064935e-06	0.0
Human_Diseases;Infectious_Diseases;Influenza_A	1.75578096369e-06	1.86494075724e-06	5.75849284119e-07	6.54869272864e-06	3.1502975456e-06	3.64644074921e-06	5.8961469522e-06	0.0	3.81616211438e-07	0.0	2.69360712752e-06	0.0	1.21149241085e-07	0.0	0.0	9.54012882274e-07	0.0	0.0	2.02587898331e-06	5.28644831662e-07	1.97351980464e-06	4.70141219228e-06	0.0	2.61346257657e-06	0.0	0.0	0.0	0.0	0.0	1.20336545216e-06	2.47522301759e-06	0.0	0.0	0.0	0.0	0.0	8.63493506486e-08	6.0809459033e-07	0.0	0.0	9.98938228557e-08	2.41378658345e-06	2.20576064935e-06	1.35170516931e-07
Human_Diseases;Infectious_Diseases;Leishmaniasis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Human_Diseases;Infectious_Diseases;Measles	1.75578096369e-06	1.86494075724e-06	5.75849284119e-07	6.3963975489e-06	0.0	3.64644074921e-06	1.20329529637e-06	0.0	3.81616211438e-07	0.0	2.69360712752e-06	0.0	0.0	0.0	0.0	9.54012882274e-07	0.0	0.0	2.02587898331e-06	0.0	1.85017481685e-06	1.34326062637e-06	0.0	2.61346257657e-06	0.0	0.0	0.0	0.0	0.0	1.20336545216e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0809459033e-07	0.0	0.0	0.0	2.41378658345e-06	2.20576064935e-06	0.0
Human_Diseases;Infectious_Diseases;Pathogenic_Escherichia_coli_infection	0.0	5.82793986638e-07	0.0	0.0	0.0	0.0	6.01647648183e-07	0.0	0.0	0.0	7.4822420209e-07	0.0	0.0	9.59509099792e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64330933485e-07	9.48080549303e-07	8.36233390732e-07	0.0	4.99009267001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78450998673e-07	9.98938228557e-07	0.0	0.0	0.0
Human_Diseases;Infectious_Diseases;Pertussis	5.9916025386e-05	8.94005975503e-05	0.000115841680989	0.000107063511354	9.29815093763e-05	5.20284838606e-05	0.000121412495403	7.61409067777e-05	7.82313233448e-05	0.000521643544225	0.000101309556963	6.36099007276e-05	0.00065335785717	0.000131068943032	0.000230014296804	0.00010923447502	5.56684265394e-05	0.000101925238555	7.65782255691e-05	2.54806808861e-05	0.000135926176545	7.65658557029e-05	0.000126301075419	9.11107125831e-05	0.000168923593602	0.000151313655669	0.000106536133979	0.000201686236984	0.000232638120276	0.000690029806359	0.000160551965732	0.000194748789987	8.68232343263e-05	0.000168084598131	5.30938963788e-05	7.69807443458e-05	0.000116485274025	0.000153483074599	0.000195310202745	0.000175854498856	0.000222263755854	0.000123907711284	7.8559013896e-05	5.59605940095e-05
Human_Diseases;Infectious_Diseases;Shigellosis	6.58417861384e-07	6.99352783966e-07	0.0	3.04590359471e-07	0.0	3.55750316996e-07	4.81318118547e-07	0.0	3.81616211438e-07	5.59543275413e-06	1.79573808502e-06	0.0	3.27102950929e-06	4.22184003909e-06	0.0	0.0	0.0	0.0	2.02587898331e-07	0.0	4.9337995116e-07	0.0	8.85546541061e-07	0.0	9.28661866971e-07	1.70654498874e-06	1.75609012054e-06	0.0	3.19365930881e-06	4.61290089995e-06	2.25020274327e-07	0.0	0.0	6.06803603362e-07	0.0	0.0	0.0	0.0	0.0	2.44242359522e-06	2.99681468567e-06	4.02297763908e-07	0.0	0.0
Human_Diseases;Infectious_Diseases;Staphylococcus_aureus_infection	5.82699807325e-05	0.000142434850334	2.74488158763e-05	7.23402103745e-05	1.67061233479e-05	5.70979258778e-05	2.18999743939e-05	4.72338131376e-05	4.13099548882e-05	8.91538952157e-05	0.000133782487334	4.99061600564e-05	5.63343971044e-05	0.000306275304654	2.56892906461e-05	5.29477149662e-05	0.000234458175599	3.95332994613e-05	5.65220236343e-05	6.37545666984e-05	0.000100772855024	3.26860085749e-05	3.07727423019e-05	4.04636102372e-05	2.22878848073e-05	4.58870985863e-05	5.35189370069e-05	9.20279419839e-05	4.72062766583e-05	2.64740399475e-05	4.33164028079e-05	3.15480905897e-05	5.70782373812e-05	3.06435819698e-05	6.45090841002e-05	2.99548503103e-05	4.08432428568e-05	2.48102592855e-05	4.61192079382e-05	3.3244098935e-05	2.53730310053e-05	9.25284856989e-05	3.16441816233e-05	2.47362045984e-05
Human_Diseases;Infectious_Diseases;Toxoplasmosis	0.0	0.0	0.0	1.52295179736e-07	3.1502975456e-06	0.0	4.69285165583e-06	0.0	0.0	0.0	0.0	0.0	1.21149241085e-07	0.0	0.0	0.0	0.0	0.0	0.0	5.28644831662e-07	1.2334498779e-07	3.35815156592e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47522301759e-06	0.0	0.0	0.0	0.0	0.0	8.63493506486e-08	0.0	0.0	0.0	9.98938228557e-08	0.0	0.0	1.35170516931e-07
Human_Diseases;Infectious_Diseases;Tuberculosis	0.00150042456978	0.00165338654009	0.0015633348315	0.00155310624294	0.00150192822076	0.00149984333645	0.00154791906925	0.00152338494131	0.00155708954672	0.00130560097596	0.00163023089151	0.00150362760514	0.00134633151618	0.00150220744663	0.00151019728067	0.00155456399167	0.00141396044534	0.00149144341487	0.0015050254967	0.00150716641507	0.00151442976009	0.00154083187683	0.00158003641589	0.00150174966814	0.00141648794569	0.00152565121994	0.00140788253664	0.00149407863963	0.00153425389232	0.00132961854418	0.00145475607352	0.00144332514448	0.00145312795887	0.0014382256739	0.00144574679839	0.00147592056811	0.00143961637401	0.00152777684874	0.00147736227845	0.00147495247112	0.00143367614562	0.00149192125745	0.00149016099253	0.00162177586214
Human_Diseases;Infectious_Diseases;Vibrio_cholerae_infection	1.75578096369e-06	1.86494075724e-06	5.75849284119e-07	6.54869272864e-06	0.0	3.73537832846e-06	1.20329529637e-06	0.0	3.81616211438e-07	5.29700967391e-06	2.84325196794e-06	0.0	5.93631281316e-06	5.75705459875e-07	0.0	1.07326449256e-06	0.0	2.20856421572e-07	2.02587898331e-06	0.0	1.85017481685e-06	1.34326062637e-06	0.0	2.61346257657e-06	9.28661866971e-08	4.74040274651e-07	2.5087001722e-07	0.0	4.99009267001e-07	5.11430317168e-06	0.0	0.0	0.0	4.04535735574e-07	0.0	0.0	0.0	6.0809459033e-07	0.0	2.71380399469e-07	1.59830116569e-06	2.51436102443e-06	2.20576064935e-06	0.0
Human_Diseases;Infectious_Diseases;Vibrio_cholerae_pathogenic_cycle	0.00069463084376	0.000621491507351	0.00061932590507	0.000692333887079	0.000643901725609	0.000622385179584	0.000662654719709	0.000608938318969	0.000543421485088	0.00081342671091	0.000713356954273	0.000748387867403	0.000814001750849	0.000674342995334	0.00061785122642	0.000656360863005	0.000569436116655	0.000629661657901	0.000685152272155	0.000585527015548	0.000640653866582	0.00063916818138	0.000675229237559	0.000561984573361	0.000590907545953	0.000731823376007	0.000621823149349	0.000635442936362	0.000770071100836	0.000782187543904	0.000638720048676	0.000644460754403	0.000643760339289	0.000639874399745	0.000632171326217	0.000614879669273	0.000611612450644	0.00060177040659	0.000632565690982	0.000637879628952	0.00065450432735	0.000632613233746	0.000623042546493	0.000786827579057
Human_Diseases;Metabolic_Diseases;Type_I_diabetes_mellitus	0.000513346459259	0.00047322871715	0.000521815426292	0.000552374616901	0.00049459671466	0.000488534122814	0.000512363137193	0.000504646059562	0.00051813941108	0.00040704908142	0.00053692568742	0.000496504932529	0.000447767595049	0.000513913073849	0.000560526050071	0.000505507575995	0.000520891138061	0.000486767553144	0.000522778071643	0.000480961067846	0.000511141629402	0.00050316304296	0.000508193021251	0.000498630635729	0.000502034605284	0.000511299840239	0.000473224475815	0.000522283578351	0.000515576374666	0.000435818854591	0.000524634769593	0.000520240147706	0.000495303327509	0.000482509998606	0.000496073971832	0.000494093982538	0.000502984967528	0.000536217809753	0.000540739974953	0.000510059460802	0.000485983448193	0.000507699778052	0.000485267342857	0.00050256398195
Human_Diseases;Metabolic_Diseases;Type_II_diabetes_mellitus	0.000512578305088	0.000479056657017	0.00046135125146	0.000544150677196	0.00046051622303	0.000500807508751	0.00046375000722	0.000477533850821	0.000572996741475	0.000448380678031	0.000520764044655	0.000466643049872	0.000513309334476	0.000498369026432	0.000461574708322	0.000474502157321	0.000467948969378	0.000461589921085	0.000507077509522	0.000477789198856	0.000499053820599	0.000521632876572	0.000471664226432	0.00053206493283	0.000478632326237	0.000504568468339	0.000459008508173	0.000464015886824	0.000503500350404	0.00050731881854	0.000515858978894	0.000449863637929	0.000456625899049	0.000463496819034	0.000535805904289	0.000481854366282	0.000458860449346	0.000518218209879	0.000469033376481	0.000456461831907	0.000459211903668	0.000505285991469	0.000485352179805	0.000487424884054
Human_Diseases;Neurodegenerative_Diseases;Alzheimers_disease	0.000463087229174	0.00051728794254	0.00048803226829	0.000503944749746	0.000463666520576	0.000457494907657	0.000503097763411	0.000454011411878	0.00051947506782	0.000458452456988	0.000510288905825	0.000465722649379	0.000493319709697	0.000456726331501	0.00045087083722	0.000467943318756	0.000443588536279	0.000461700349295	0.000463115935584	0.000451991331071	0.000474384823041	0.000481782811324	0.000473878092785	0.000479074726105	0.000426070064566	0.000460672338906	0.000429991209515	0.000459014368238	0.000462980797924	0.000488766934486	0.000464216825936	0.000430601101847	0.000437331846977	0.000445090443066	0.000445280810963	0.000449483802237	0.000433905487009	0.000469935499407	0.000435501513886	0.000442078670735	0.000447224644925	0.000464050470668	0.000449296476883	0.000488641418706
Human_Diseases;Neurodegenerative_Diseases;Amyotrophic_lateral_sclerosis_ALS	0.000134975661584	9.32470378621e-05	8.02350002539e-05	9.12248126617e-05	6.94974731272e-05	7.38181907766e-05	0.000113591075977	5.77197196541e-05	6.07723816715e-05	0.000156149876725	7.31763269644e-05	0.000122413265548	0.000155434476312	0.000131452746672	5.26868322048e-05	6.37996115021e-05	8.7064363782e-05	6.75820650009e-05	0.000135733891882	9.26185745071e-05	0.000107926864316	6.24616191261e-05	6.9294016838e-05	6.72290717972e-05	8.37653004008e-05	0.000110546192049	9.21529196587e-05	9.40285494183e-05	0.000109981642447	0.000146610024255	9.11332111023e-05	7.59884297378e-05	0.000110315529211	7.38277717423e-05	0.000116364122897	5.78160820505e-05	9.75747662329e-05	6.93227832976e-05	8.6976492823e-05	8.35851630365e-05	8.88056085187e-05	0.000104396269734	5.25140708441e-05	6.62335532963e-05
Human_Diseases;Neurodegenerative_Diseases;Huntingtons_disease	0.000182272011293	0.000283354436304	0.000217671029397	0.000204989311924	0.000122384286469	0.000109393222476	0.000222489300298	9.99467485991e-05	0.000227634070123	0.000199421223357	0.000114328658079	0.000188682101033	0.000223520349801	0.000220303289312	0.000163293500265	0.000130461261651	0.000118196469619	0.000134391132526	0.000190230036533	9.8962312487e-05	0.000241386141105	0.000157161493285	0.000153420938239	0.000176814261215	0.000136977625378	0.000160984077272	0.000109797444203	0.000235071373546	0.000178046506466	0.000212594563215	0.000159876904909	0.000154403635675	0.000135951607659	0.000121259586738	0.000141229764368	0.00010508354746	0.000135223083116	0.000180117617656	0.0001713736116	0.000139218144928	0.000126865155027	0.000224079854497	9.76473272077e-05	8.58332782513e-05
Human_Diseases;Neurodegenerative_Diseases;Parkinsons_disease	1.09736310231e-07	3.49676391983e-07	1.63157297167e-06	1.37065661762e-06	1.37467529263e-05	5.33625475494e-07	1.87714066233e-05	0.0	2.09888916291e-06	7.83360585578e-06	4.48934521254e-07	0.0	9.81308852787e-06	5.75705459875e-07	2.37863802279e-07	7.15509661706e-07	0.0	5.52141053929e-07	0.0	2.64322415831e-06	3.20696968254e-06	1.41042365769e-05	3.32079952898e-07	2.70358197576e-07	0.0	5.68848329582e-07	5.01740034439e-07	1.12534168187e-06	5.98811120402e-07	6.31766862384e-06	1.36137265968e-05	0.0	2.14378356361e-06	1.11247327283e-06	4.60147101949e-06	4.8314274694e-07	6.90794805189e-07	2.43237836132e-06	3.09524885491e-07	5.42760798938e-07	2.79702703996e-06	2.2126377015e-06	1.44222811688e-06	9.46193618519e-07
Human_Diseases;Neurodegenerative_Diseases;Prion_diseases	7.96685612275e-05	6.04940158131e-05	3.03280622969e-05	2.9392969689e-05	3.89491332911e-05	3.61975947543e-05	4.60862098508e-05	2.85292231351e-05	1.88900024662e-05	9.07206163869e-05	3.53161823386e-05	8.89720476416e-05	6.73589780432e-05	7.25388879443e-05	2.29538569199e-05	3.20786831665e-05	3.55292959272e-05	3.98645840937e-05	7.11083523141e-05	5.64592680214e-05	5.68620393712e-05	2.66413357563e-05	3.22117554311e-05	3.60477596768e-05	3.64964113719e-05	7.11060411977e-05	4.64945765247e-05	3.87617690421e-05	6.71666473384e-05	7.21016466753e-05	4.24163217106e-05	3.45815608387e-05	6.54747230053e-05	3.63070822678e-05	7.01724330473e-05	2.81833269049e-05	5.44000909086e-05	2.45670214493e-05	4.24049093123e-05	4.599897771e-05	4.61509461593e-05	5.7226856916e-05	2.60449430519e-05	3.13595599281e-05
Metabolism;Amino_Acid_Metabolism;Alanine_aspartate_and_glutamate_metabolism	0.0105451107316	0.0104609189426	0.0108836474447	0.0106705617682	0.0111207412631	0.0106101642668	0.0108918680341	0.0109117665758	0.0106367886614	0.00983572630097	0.0113519079493	0.010926994651	0.0100741651424	0.00999347917616	0.0118815347876	0.0110171792677	0.0105635456408	0.0108650316592	0.0105775193477	0.0108524440202	0.0107218864086	0.0108301507385	0.0109195637045	0.0108902985566	0.0109806836474	0.010920276191	0.0106815435932	0.0114217179191	0.0109461674791	0.00971376649074	0.0111476169003	0.0114199537729	0.0108326276712	0.010882011287	0.0105831178754	0.0109464846936	0.0111659208817	0.0111086719761	0.0115163892395	0.0111132987387	0.0109975107458	0.0106973992656	0.0108424164719	0.0110499194181
Metabolism;Amino_Acid_Metabolism;Amino_acid_related_enzymes	0.0144891434576	0.0144735720994	0.0148509610877	0.0151102708478	0.014979092048	0.0148966887739	0.0150023247665	0.0148172471813	0.0146719984812	0.0138401910087	0.0159814703773	0.0147794843139	0.0139265898597	0.0141468102655	0.0150448854941	0.0150926030492	0.0147928510132	0.0147623745025	0.014492327895	0.0149414060641	0.0144311168815	0.0148623952621	0.0148678836511	0.0146591819502	0.014381814869	0.0145691538011	0.0143555349954	0.0147208446164	0.0144891332748	0.013773620685	0.0146353186422	0.0146348255429	0.0145554864781	0.0146753428794	0.0142593392606	0.0147502675403	0.0147357757362	0.0147645366532	0.0146592017518	0.0148290391682	0.0147464260238	0.0143471451543	0.0147917460776	0.0155316330775
Metabolism;Amino_Acid_Metabolism;Arginine_and_proline_metabolism	0.0127829633062	0.0128166887954	0.0131614192881	0.012740405556	0.0131162160993	0.0128497014499	0.0129466150822	0.0130619442174	0.0132822476432	0.012329125742	0.0121894701211	0.0125899538082	0.0126190261006	0.0123853434601	0.0134284820258	0.0128256299377	0.0130536743888	0.0130952398042	0.0128222945551	0.0131682255698	0.0127853247094	0.0129992927733	0.0130335846846	0.0133900304513	0.0133363273392	0.0127720671199	0.0132108151068	0.0131968819033	0.0127569723072	0.0121482750809	0.0130310365964	0.0131393247101	0.0131652428371	0.0131483216116	0.0129111082519	0.0130645019724	0.0133869125297	0.013047399149	0.0131603790813	0.0128840558452	0.0130665116048	0.0128195199703	0.0131928241177	0.0119425855119
Metabolism;Amino_Acid_Metabolism;Cysteine_and_methionine_metabolism	0.00964549246035	0.00928833744145	0.009312442673	0.0100615333444	0.00944650131296	0.0095130302892	0.00951481689696	0.00940425219569	0.00933500036015	0.00932728797805	0.0101165897916	0.00990708863825	0.00956012891248	0.00930512734797	0.00947149874295	0.00980272086859	0.00892902214056	0.00919182340939	0.0095829140608	0.00940987800357	0.00921078696322	0.00939924235623	0.00958659477357	0.00917253268856	0.00911444475957	0.00981595196721	0.00911569656903	0.00918216293422	0.00980473368175	0.00961468940185	0.00928039866392	0.00919990857121	0.0092021909468	0.00930068109659	0.0094895605896	0.00946975888761	0.00916598357135	0.00956800352208	0.00936560398519	0.00948298098885	0.0093833264623	0.0092086963903	0.0092563048911	0.0100219476368
Metabolism;Amino_Acid_Metabolism;Glycine_serine_and_threonine_metabolism	0.00777251311733	0.00825737487908	0.00838906834592	0.00776553121472	0.0082112982844	0.00807837819834	0.00824786727942	0.00806895229829	0.00835653639402	0.00799236693445	0.00835556930958	0.00819892759025	0.00809688837866	0.00796066319734	0.00844571109562	0.00811065977027	0.00813313073427	0.00807340649055	0.0078224252243	0.00798105675256	0.00821539291176	0.00797818455192	0.00816385356204	0.00834622791737	0.00820630631986	0.00791524008196	0.0081080353332	0.00840855304692	0.00787875751483	0.00778467139048	0.00815338461995	0.00826514471397	0.0081332468674	0.00820358018171	0.00816973481546	0.00818113665773	0.00840291435966	0.00819200708309	0.00820694916384	0.00827954460741	0.00825502573315	0.00819792325848	0.00800589311376	0.00840098279779
Metabolism;Amino_Acid_Metabolism;Histidine_metabolism	0.00652316522535	0.0062502323891	0.00669338415395	0.00666078198092	0.00659023153828	0.00655149783779	0.00647902319376	0.00665411065957	0.00662466662246	0.0058092528911	0.00612376615959	0.00619214771569	0.00598695319593	0.00603070659402	0.00691255995803	0.00642611152339	0.00615879238386	0.00651371844141	0.00656182202694	0.0064195456488	0.00647795541375	0.00659731262802	0.00643593087379	0.00648291921967	0.00640646675548	0.00657199955971	0.00634784766905	0.00654623760139	0.0066289389047	0.00584996058477	0.0066204340011	0.00670245251519	0.00637212866989	0.00649583257399	0.00633135865334	0.00657420388141	0.00655866492851	0.00666167623706	0.00677797594249	0.00652384911304	0.00634565520308	0.00648685029414	0.0065628166274	0.00593276915863
Metabolism;Amino_Acid_Metabolism;Lysine_biosynthesis	0.00909746932706	0.00851333799802	0.00891481874232	0.00860955110082	0.00932077580182	0.00928214833347	0.00884085120147	0.0092457355188	0.00899421708334	0.00866635546113	0.00888127163397	0.00901747042855	0.00835917648561	0.0085054724642	0.00904607933257	0.00901721051165	0.00939573989671	0.00924869393794	0.00902083393688	0.00934263438099	0.00863760280496	0.00897096609319	0.00882845624111	0.00925562277461	0.00925504416623	0.0091120969674	0.00926153567238	0.00865675340675	0.00895033001479	0.00809794752986	0.0090457025178	0.00908842853956	0.00920531729783	0.00920692993987	0.00921922416721	0.00929083502366	0.0094195916142	0.00884485743526	0.00900758686764	0.00917021507846	0.0092473709694	0.0087511832583	0.00925715326058	0.00873188022324
Metabolism;Amino_Acid_Metabolism;Lysine_degradation	0.00112534586142	0.00136781748664	0.00130439460341	0.00108814905921	0.00102126918615	0.0011126091164	0.00121629088557	0.00109289596838	0.00124941147625	0.00143914530436	0.000925852627666	0.00101867881214	0.00155531395705	0.00125964354621	0.000973457610827	0.00107648428604	0.00100924306946	0.00109434356889	0.00114239315869	0.000981059078597	0.00127551051874	0.00113606267475	0.00116648618121	0.00116082798099	0.00110408609364	0.00113978243637	0.000985417427639	0.00119061149942	0.00123015764501	0.0015329873056	0.00102181706572	0.00102804306739	0.00103696597458	0.00110680977253	0.00108842487576	0.00104656771366	0.00102945695843	0.00116279847563	0.00100213840426	0.00114359700336	0.00118653882788	0.0012289190943	0.000981393815064	0.000965658172957
