Feature	Inclusion	Comparator	Fixed SMD	Rand SMD	Fixed P	Rand P	I2	Tau	Chaput	Frankel	Gopalakrishnan	Matson	Routy NSCLC	Routy RCC
Bacteroides_dorei-48	UseforMeta	Response	-0.0220	-0.0220	0.8540	0.8540	0.0%	0	73.0769230769231	92.3076923076923	88.3720930232558	88.0952380952381	72.4137931034483	84.8484848484848
Bacteroides_dorei:Bacteroides_vulgatus-49	UseforMeta	Response	-0.0111	-0.0111	0.9263	0.9263	0.0%	0	19.2307692307692	0	20.9302325581395	42.8571428571429	0	0
Bacteroides_eggerthii-50	UseforMeta	Response	-0.0612	-0.0725	0.6106	0.6042	22.9%	0.0268	23.0769230769231	30.7692307692308	16.2790697674419	14.2857142857143	28.735632183908	34.8484848484849
Bacteroides_faecichinchillae:Bacteroides_faecis:Bacteroides_thetaiotaomicro-51	UseforMeta	Response	-0.0942	-0.0942	0.4314	0.4314	0.0%	0	0	0	76.7441860465116	78.5714285714286	0	0
Bacteroides_faecis-52	UseforMeta	Response	0.0217	0.0365	0.8570	0.8199	40.3%	0.0610	11.5384615384615	71.7948717948718	0	0	20.6896551724138	40.9090909090909
Bacteroides_faecis:Bacteroides_thetaiotaomicron-53	UseforMeta	Response	-0.0026	-0.0026	0.9827	0.9827	0.0%	0	50	0	0	0	0	0
Bacteroides_finegoldii-54	UseforMeta	Response	0.0048	0.0048	0.9680	0.9680	0.0%	0	26.9230769230769	74.3589743589744	60.4651162790698	54.7619047619048	29.8850574712644	37.8787878787879
Bacteroides_finegoldii:Bacteroides_xylanisolvens-55	UseforMeta	Response	0.0201	0.0201	0.8666	0.8666	0.0%	0	0	0	18.6046511627907	14.2857142857143	0	0
Bacteroides_fluxus-56	UseforMeta	Response	0.1368	0.1368	0.2538	0.2538	0.0%	0	3.84615384615385	0	9.30232558139535	19.047619047619	1.14942528735632	1.51515151515152
Bacteroides_fragilis-57	UseforMeta	Response	-0.2687	-0.2748	0.0260	0.0568	26.5%	0.0328	53.8461538461538	74.3589743589744	60.4651162790698	45.2380952380952	65.5172413793103	51.5151515151515
Bacteroides_intestinalis-58	UseforMeta	Response	-0.0922	-0.0922	0.4419	0.4419	0.0%	0	7.69230769230769	84.6153846153846	20.9302325581395	33.3333333333333	18.3908045977011	25.7575757575758
Bacteroides_massiliensis-59	UseforMeta	Response	-0.0677	-0.0960	0.5743	0.5827	49.2%	0.0878	38.4615384615385	97.4358974358974	27.906976744186	35.7142857142857	33.3333333333333	39.3939393939394
Bacteroides_nordii-60	UseforMeta	Response	-0.0622	-0.0646	0.6043	0.6041	6.0%	0.0058	23.0769230769231	46.1538461538462	23.2558139534884	30.952380952381	31.0344827586207	39.3939393939394
Bacteroides_oleiciplenus-61	UseforMeta	Response	-0.1785	-0.1785	0.1365	0.1365	0.0%	0	0	7.69230769230769	0	0	2.29885057471264	6.06060606060606
Bacteroides_oleiciplenus:Bacteroides_stercorirosoris-62	UseforMeta	Response	-0.0175	-0.0175	0.8833	0.8833	0.0%	0	0	0	20.9302325581395	14.2857142857143	0	0
Bacteroides_ovatus-63	UseforMeta	Response	-0.0062	-0.0139	0.9590	0.9269	33.7%	0.0458	73.0769230769231	100	88.3720930232558	92.8571428571429	80.4597701149425	90.9090909090909
Bacteroides_ovatus:Bacteroides_xylanisolvens-64	UseforMeta	Response	0.0540	0.0540	0.6519	0.6519	0.0%	0	0	0	41.8604651162791	71.4285714285714	0	0
Bacteroides_plebeius-65	UseforMeta	Response	-0.0186	-0.0186	0.8769	0.8774	0.4%	0.0003	19.2307692307692	66.6666666666667	13.953488372093	4.76190476190476	20.6896551724138	22.7272727272727
Bacteroides_rodentium-66	UseforMeta	Response	-0.0311	-0.0311	0.7947	0.7947	0.0%	0	3.84615384615385	0	46.5116279069767	35.7142857142857	0	0
Bacteroides_rodentium:Bacteroides_uniformis-67	UseforMeta	Response	-0.0047	-0.0047	0.9690	0.9690	0.0%	0	0	0	34.8837209302326	35.7142857142857	0	0
Bacteroides_salyersiae-68	UseforMeta	Response	-0.0554	-0.0554	0.6439	0.6439	0.0%	0	19.2307692307692	20.5128205128205	16.2790697674419	26.1904761904762	25.2873563218391	24.2424242424242
Bacteroides_sp_1_1_6-69	UseforMeta	Response	-0.0741	-0.0741	0.5358	0.5358	0.0%	0	0	5.12820512820513	0	0	2.29885057471264	7.57575757575758
Bacteroides_sp_2_1_22-70	UseforMeta	Response	-0.0302	-0.0302	0.8012	0.8012	0.0%	0	0	7.69230769230769	0	0	3.44827586206897	3.03030303030303
Bacteroides_stercoris-71	UseforMeta	Response	-0.1615	-0.1555	0.1802	0.3138	35.4%	0.0498	46.1538461538462	97.4358974358974	60.4651162790698	42.8571428571429	41.3793103448276	57.5757575757576
Bacteroides_thetaiotaomicron-72	UseforMeta	Response	-0.2203	-0.2203	0.0669	0.0669	0.0%	0	73.0769230769231	100	4.65116279069767	16.6666666666667	71.2643678160919	84.8484848484848
Bacteroides_uniformis-73	UseforMeta	Response	-0.2043	-0.2043	0.0883	0.0883	0.0%	0	92.3076923076923	100	95.3488372093023	90.4761904761905	87.3563218390805	98.4848484848485
Bacteroides_uniformis:Bacteroides_xylanisolvens-74	UseforMeta	Response	-0.0855	-0.0855	0.4748	0.4748	0.0%	0	0	0	23.2558139534884	2.38095238095238	0	0
Bacteroides_vulgatus-75	UseforMeta	Response	-0.0859	-0.1054	0.4757	0.5283	44.7%	0.0731	84.6153846153846	100	93.0232558139535	95.2380952380952	80.4597701149425	93.9393939393939
Bacteroides_xylanisolvens-76	UseforMeta	Response	-0.0460	-0.0401	0.7022	0.7798	26.4%	0.0324	80.7692307692308	89.7435897435897	74.4186046511628	73.8095238095238	60.9195402298851	77.2727272727273
Barnesiella_intestinihominis-77	UseforMeta	Response	0.0699	0.0710	0.5604	0.5594	2.1%	0.0019	69.2307692307692	82.0512820512821	27.906976744186	28.5714285714286	58.6206896551724	78.7878787878788
Bifidobacterium_adolescentis-78	UseforMeta	Response	-0.1069	-0.1069	0.3724	0.3724	0.0%	0	7.69230769230769	74.3589743589744	0	0	27.5862068965517	46.969696969697
Bifidobacterium_adolescentis:Bifidobacterium_stercoris-79	UseforMeta	Response	0.0696	0.0696	0.5608	0.5608	0.0%	0	46.1538461538462	0	23.2558139534884	35.7142857142857	0	0
Bifidobacterium_animalis-80	UseforMeta	Response	0.0720	0.0720	0.5473	0.5473	0.0%	0	15.3846153846154	20.5128205128205	0	0	6.89655172413793	15.1515151515152
Bifidobacterium_bifidum-81	UseforMeta	Response	0.1337	0.1337	0.2652	0.2652	0.0%	0	19.2307692307692	35.8974358974359	4.65116279069767	19.047619047619	18.3908045977011	15.1515151515152
Bifidobacterium_breve-82	UseforMeta	Response	0.0338	0.0384	0.7783	0.7571	5.4%	0.0051	11.5384615384615	15.3846153846154	0	4.76190476190476	4.59770114942529	4.54545454545455
Bifidobacterium_breve:Bifidobacterium_longum-83	UseforMeta	Response	0.0525	0.0525	0.6611	0.6611	0.0%	0	0	0	32.5581395348837	54.7619047619048	0	0
Bifidobacterium_catenulatum-84	UseforMeta	Response	0.0131	0.0131	0.9131	0.9131	0.0%	0	0	17.9487179487179	0	0	5.74712643678161	7.57575757575758
Bifidobacterium_catenulatum:Bifidobacterium_kashiwanohense:Bifidobacterium_-85	UseforMeta	Response	-0.0054	-0.0054	0.9641	0.9641	0.0%	0	42.3076923076923	0	16.2790697674419	21.4285714285714	0	0
Bifidobacterium_dentium-86	UseforMeta	Response	-0.0746	-0.1038	0.5361	0.5414	46.4%	0.0786	19.2307692307692	33.3333333333333	13.953488372093	19.047619047619	39.0804597701149	27.2727272727273
Bifidobacterium_longum-87	UseforMeta	Response	0.0868	0.0868	0.4690	0.4690	0.0%	0	69.2307692307692	84.6153846153846	0	4.76190476190476	55.1724137931034	72.7272727272727
Bifidobacterium_pseudocatenulatum-88	UseforMeta	Response	0.0546	0.0546	0.6480	0.6480	0.0%	0	0	28.2051282051282	0	0	13.7931034482759	19.6969696969697
Bilophila_unclassified-89	UseforMeta	Response	0.0350	0.0350	0.7697	0.7697	0.0%	0	0	79.4871794871795	0	0	72.4137931034483	90.9090909090909
Bilophila_wadsworthia-90	UseforMeta	Response	-0.0735	-0.0970	0.5410	0.5092	29.6%	0.0379	65.3846153846154	79.4871794871795	65.1162790697674	66.6666666666667	65.5172413793103	78.7878787878788
Blautia_coccoides:Blautia_hansenii:Blautia_producta-91	UseforMeta	Response	-0.0613	-0.0613	0.6093	0.6093	0.0%	0	46.1538461538462	0	4.65116279069767	7.14285714285714	0	0
Blautia_coccoides:Blautia_producta-92	UseforMeta	Response	-0.0086	-0.0086	0.9429	0.9429	0.0%	0	15.3846153846154	0	25.5813953488372	21.4285714285714	0	0
Blautia_faecis-93	UseforMeta	Response	-0.1524	-0.1524	0.2040	0.2040	0.0%	0	88.4615384615385	0	81.3953488372093	83.3333333333333	0	0
Blautia_faecis:Blautia_glucerasea-94	UseforMeta	Response	-0.0716	-0.0716	0.5496	0.5496	0.0%	0	38.4615384615385	0	0	2.38095238095238	0	0
Blautia_faecis:Blautia_glucerasea:Coprococcus_catus-95	UseforMeta	Response	-0.0548	-0.0548	0.6474	0.6474	0.0%	0	19.2307692307692	0	0	0	0	0
Blautia_glucerasea-96	UseforMeta	Response	-0.0398	-0.0398	0.7392	0.7392	0.0%	0	30.7692307692308	0	44.1860465116279	73.8095238095238	0	0
Blautia_glucerasea:Blautia_luti:Blautia_schinkii-97	UseforMeta	Response	-0.0239	-0.0239	0.8417	0.8417	0.0%	0	3.84615384615385	0	0	0	0	0
Blautia_glucerasea:Blautia_schinkii-98	UseforMeta	Response	0.0586	0.0586	0.6244	0.6244	0.0%	0	42.3076923076923	0	0	0	0	0
Blautia_hansenii-99	UseforMeta	Response	-0.0780	-0.0780	0.5156	0.5156	0.0%	0	15.3846153846154	15.3846153846154	67.4418604651163	76.1904761904762	1.14942528735632	0
Blautia_hydrogenotrophica-100	UseforMeta	Response	-0.0127	-0.0127	0.9156	0.9156	0.0%	0	0	69.2307692307692	0	0	10.3448275862069	4.54545454545455
Blautia_luti-101	UseforMeta	Response	0.0677	0.0677	0.5715	0.5715	0.0%	0	84.6153846153846	0	69.7674418604651	85.7142857142857	0	0
Blautia_luti:Blautia_wexlerae-102	UseforMeta	Response	-0.0324	-0.0324	0.7863	0.7863	0.0%	0	96.1538461538462	0	11.6279069767442	19.047619047619	0	0
Blautia_producta-103	UseforMeta	Response	-0.0992	-0.0992	0.4072	0.4072	0.0%	0	0	76.9230769230769	0	0	29.8850574712644	6.06060606060606
Blautia_schinkii-104	UseforMeta	Response	-0.0034	-0.0034	0.9772	0.9772	0.0%	0	42.3076923076923	0	67.4418604651163	83.3333333333333	0	0
Blautia_schinkii:Ruminococcus_lactaris-105	UseforMeta	Response	0.0602	0.0602	0.6147	0.6147	0.0%	0	0	0	4.65116279069767	19.047619047619	0	0
Blautia_wexlerae-106	UseforMeta	Response	0.0720	0.0720	0.5472	0.5472	0.0%	0	92.3076923076923	0	90.6976744186046	92.8571428571429	0	0
Burkholderiales_bacterium_1_1_47-107	UseforMeta	Response	-0.0616	-0.0616	0.6066	0.6066	0.0%	0	0	51.2820512820513	0	0	51.7241379310345	51.5151515151515
Butyribacterium_methylotrophicum:Eubacterium_callanderi:Eubacterium_limosum-108	UseforMeta	Response	0.0349	0.0349	0.7703	0.7703	0.0%	0	3.84615384615385	0	2.32558139534884	14.2857142857143	0	0
Butyricicoccus_pullicaecorum-109	UseforMeta	Response	0.0412	0.0388	0.7313	0.7620	10.4%	0.0104	3.84615384615385	17.9487179487179	18.6046511627907	4.76190476190476	14.9425287356322	6.06060606060606
Butyricimonas_synergistica-110	UseforMeta	Response	0.0822	0.0822	0.4920	0.4920	0.0%	0	0	10.2564102564103	2.32558139534884	0	19.5402298850575	21.2121212121212
Butyricimonas_virosa-111	UseforMeta	Response	-0.0950	-0.0950	0.4274	0.4274	0.0%	0	23.0769230769231	0	23.2558139534884	35.7142857142857	0	0
Butyrivibrio_crossotus-112	UseforMeta	Response	0.0418	0.0418	0.7268	0.7268	0.0%	0	0	12.8205128205128	0	0	5.74712643678161	6.06060606060606
Butyrivibrio_unclassified-113	UseforMeta	Response	-0.0715	-0.0715	0.5508	0.5508	0.0%	0	0	2.56410256410256	0	0	5.74712643678161	4.54545454545455
Campylobacter_concisus-114	UseforMeta	Response	0.0143	0.0143	0.9050	0.9050	0.0%	0	0	0	4.65116279069767	2.38095238095238	2.29885057471264	1.51515151515152
Campylobacter_gracilis-115	UseforMeta	Response	-0.1419	-0.1164	0.2391	0.4720	41.0%	0.0632	3.84615384615385	2.56410256410256	4.65116279069767	4.76190476190476	8.04597701149425	1.51515151515152
Catenibacterium_mitsuokai-116	UseforMeta	Response	0.0539	0.0515	0.6532	0.6811	6.9%	0.0067	0	15.3846153846154	9.30232558139535	9.52380952380952	8.04597701149425	10.6060606060606
Christensenella_minuta-117	UseforMeta	Response	-0.0139	-0.0139	0.9073	0.9073	0.0%	0	7.69230769230769	0	2.32558139534884	16.6666666666667	0	0
Citrobacter_freundii-118	UseforMeta	Response	-0.0252	-0.0252	0.8332	0.8332	0.0%	0	7.69230769230769	10.2564102564103	2.32558139534884	4.76190476190476	9.19540229885057	6.06060606060606
Citrobacter_unclassified-119	UseforMeta	Response	0.0235	0.0235	0.8444	0.8444	0.0%	0	0	7.69230769230769	0	0	9.19540229885057	9.09090909090909
Cloacibacillus_evryensis-120	UseforMeta	Response	0.0594	0.0594	0.6192	0.6192	0.0%	0	0	0	2.32558139534884	19.047619047619	0	0
Clostridiaceae_bacterium_JC118-121	UseforMeta	Response	0.1072	0.0691	0.3733	0.6456	32.5%	0.0435	0	58.974358974359	0	0	25.2873563218391	34.8484848484849
Clostridiales_bacterium_1_7_47FAA-122	UseforMeta	Response	-0.0125	-0.0125	0.9166	0.9166	0.0%	0	0	89.7435897435897	0	0	62.0689655172414	57.5757575757576
Clostridium_aerotolerans:Clostridium_hathewayi:Clostridium_xylanolyticum-123	UseforMeta	Response	-0.0345	-0.0345	0.7729	0.7729	0.0%	0	7.69230769230769	0	0	0	0	0
Clostridium_aerotolerans:Clostridium_xylanolyticum-124	UseforMeta	Response	0.0043	0.0043	0.9711	0.9711	0.0%	0	73.0769230769231	0	0	0	0	0
Clostridium_aldenense-125	UseforMeta	Response	-0.0075	-0.0075	0.9501	0.9501	0.0%	0	69.2307692307692	0	46.5116279069767	50	0	0
Clostridium_aldenense:Clostridium_indolis-126	UseforMeta	Response	0.0293	0.0293	0.8063	0.8063	0.0%	0	0	0	11.6279069767442	35.7142857142857	0	0
Clostridium_asparagiforme-127	UseforMeta	Response	-0.0135	-0.0135	0.9104	0.9104	0.0%	0	34.6153846153846	92.3076923076923	0	0	72.4137931034483	75.7575757575758
Clostridium_asparagiforme:Clostridium_lavalense-128	UseforMeta	Response	-0.0354	-0.0354	0.7672	0.7672	0.0%	0	3.84615384615385	0	72.0930232558139	78.5714285714286	0	0
Clostridium_asparagiforme:Clostridium_symbiosum-129	UseforMeta	Response	0.0568	0.0568	0.6356	0.6356	0.0%	0	23.0769230769231	0	0	0	0	0
Clostridium_bartlettii-130	UseforMeta	Response	-0.0249	-0.0282	0.8359	0.8302	13.9%	0.0145	57.6923076923077	87.1794871794872	39.5348837209302	61.9047619047619	57.4712643678161	51.5151515151515
Clostridium_bartlettii:Clostridium_irregulare-131	UseforMeta	Response	-0.0432	-0.0432	0.7180	0.7180	0.0%	0	11.5384615384615	0	0	0	0	0
Clostridium_bolteae-132	UseforMeta	Response	-0.2297	-0.2297	0.0560	0.0560	0.0%	0	0	100	0	0	88.5057471264368	87.8787878787879
Clostridium_bolteae:Clostridium_citroniae:Clostridium_clostridioforme-133	UseforMeta	Response	-0.0969	-0.0969	0.4185	0.4185	0.0%	0	15.3846153846154	0	0	4.76190476190476	0	0
Clostridium_bolteae:Clostridium_clostridioforme-134	UseforMeta	Response	-0.0228	-0.0228	0.8487	0.8487	0.0%	0	69.2307692307692	0	90.6976744186046	83.3333333333333	0	0
Clostridium_butyricum-135	UseforMeta	Response	0.0560	0.0577	0.6408	0.6586	13.1%	0.0136	3.84615384615385	5.12820512820513	2.32558139534884	7.14285714285714	0	0
Clostridium_celatum-136	UseforMeta	Response	-0.0346	-0.0346	0.7728	0.7728	0.0%	0	26.9230769230769	2.56410256410256	34.8837209302326	35.7142857142857	1.14942528735632	4.54545454545455
Clostridium_chauvoei-137	UseforMeta	Response	-0.0527	-0.0527	0.6595	0.6595	0.0%	0	0	0	11.6279069767442	23.8095238095238	0	0
Clostridium_citroniae-138	UseforMeta	Response	-0.1788	-0.1788	0.1366	0.1366	0.0%	0	19.2307692307692	84.6153846153846	46.5116279069767	42.8571428571429	64.367816091954	75.7575757575758
Clostridium_clostridioforme-139	UseforMeta	Response	-0.0782	-0.0782	0.5144	0.5144	0.0%	0	0	94.8717948717949	2.32558139534884	0	51.7241379310345	37.8787878787879
Clostridium_cocleatum-140	UseforMeta	Response	-0.0170	-0.0170	0.8869	0.8869	0.0%	0	0	0	9.30232558139535	14.2857142857143	0	0
Clostridium_difficile-141	UseforMeta	Response	0.0572	0.0572	0.6327	0.6327	0.0%	0	0	0	11.6279069767442	11.9047619047619	1.14942528735632	1.51515151515152
Clostridium_glycolicum-142	UseforMeta	Response	-0.1864	-0.1864	0.1204	0.1204	0.0%	0	0	10.2564102564103	16.2790697674419	11.9047619047619	1.14942528735632	3.03030303030303
Clostridium_glycyrrhizinilyticum-143	UseforMeta	Response	-0.1153	-0.1153	0.3358	0.3358	0.0%	0	65.3846153846154	0	41.8604651162791	45.2380952380952	0	0
Clostridium_hathewayi-144	UseforMeta	Response	-0.2946	-0.2946	0.0144	0.0144	0.0%	0	84.6153846153846	100	86.046511627907	80.9523809523809	81.6091954022989	80.3030303030303
Clostridium_hathewayi:Clostridium_sulfatireducens-145	UseforMeta	Response	0.0843	0.0843	0.4808	0.4808	0.0%	0	0	0	39.5348837209302	54.7619047619048	0	0
Clostridium_hathewayi:Clostridium_symbiosum-146	UseforMeta	Response	-0.0024	-0.0024	0.9838	0.9838	0.0%	0	23.0769230769231	0	0	0	0	0
Clostridium_hylemonae-147	UseforMeta	Response	-0.2820	-0.2820	0.0189	0.0189	0.0%	0	30.7692307692308	17.9487179487179	60.4651162790698	52.3809523809524	4.59770114942529	3.03030303030303
Clostridium_indolis-148	UseforMeta	Response	0.0099	0.0099	0.9343	0.9343	0.0%	0	0	0	39.5348837209302	45.2380952380952	0	0
Clostridium_innocuum-149	UseforMeta	Response	-0.0732	-0.0732	0.5411	0.5411	0.0%	0	0	74.3589743589744	0	0	14.9425287356322	13.6363636363636
Clostridium_lactatifermentans-150	UseforMeta	Response	0.0431	0.0431	0.7191	0.7191	0.0%	0	15.3846153846154	0	37.2093023255814	57.1428571428571	0	0
Clostridium_lavalense-151	UseforMeta	Response	0.0127	0.0127	0.9156	0.9156	0.0%	0	34.6153846153846	0	0	0	0	0
Clostridium_leptum-152	UseforMeta	Response	-0.1255	-0.1255	0.2952	0.2952	0.0%	0	0	100	0	0	73.5632183908046	80.3030303030303
