"Study"	"Rtype"	"Type"	"thresh"	"SN"	"SP"	"PPV"	"NPV"	"ACC"	"F1"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.658"	18.75	83.3333333333333	"33.3333333333333"	"69.7674418604651"	"63.4615384615385"	"24"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.622"	18.75	86.1111111111111	"37.5"	"70.4545454545455"	"65.3846153846154"	"25"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.541"	18.75	88.8888888888889	"42.8571428571429"	"71.1111111111111"	"67.3076923076923"	"26.0869565217391"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.495"	18.75	91.6666666666667	"50"	"71.7391304347826"	"69.2307692307692"	"27.2727272727273"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.419"	18.75	94.4444444444444	"60"	"72.3404255319149"	"71.1538461538462"	"28.5714285714286"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.35"	18.75	97.2222222222222	"75"	"72.9166666666667"	"73.0769230769231"	"30"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.27"	12.5	97.2222222222222	"66.6666666666667"	"71.4285714285714"	"71.1538461538462"	"21.0526315789474"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.264"	6.25	97.2222222222222	"50"	"70"	"69.2307692307692"	"11.1111111111111"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"-0.217"	6.25	100	"100"	"70.5882352941177"	"71.1538461538462"	"11.7647058823529"
"Richard NSCLC"	"Response2"	"re-analysis-nr"	"0.783"	0	100	"NaN"	"69.2307692307692"	"69.2307692307692"	"NaN"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-23.877088379"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-22.877088379"	100	0	"37.5"	"NaN"	"37.5"	"54.5454545454546"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-21.0626787596"	100	20	"42.8571428571429"	"100"	"50"	"60"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-16.8231873306"	100	40	"50"	"100"	"62.5"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-9.6011659034"	100	60	"60"	"100"	"75"	"75"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-9.045171809"	66.6666666666667	60	"50"	"75"	"62.5"	"57.1428571428571"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-3.4048375388"	66.6666666666667	80	"66.6666666666667"	"80"	"75"	"66.6666666666667"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-2.2116386907"	66.6666666666667	100	"100"	"83.3333333333333"	"87.5"	"80"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"-0.8767278596"	33.3333333333333	100	"100"	"71.4285714285714"	"75"	"50"
"Zheng HCC"	"Response2"	"re-analysis-nr"	"0.1232721404"	0	100	"NaN"	"62.5"	"62.5"	"NaN"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-5.332"	100	0	"76.4705882352941"	"NaN"	"76.4705882352941"	"86.6666666666667"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-4.332"	100	0	"76.4705882352941"	"NaN"	"76.4705882352941"	"86.6666666666667"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-4.173"	92.3076923076923	0	"75"	"0"	"70.5882352941177"	"82.7586206896552"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-1.319"	92.3076923076923	25	"80"	"50"	"76.4705882352941"	"85.7142857142857"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"-0.248"	84.6153846153846	25	"78.5714285714286"	"33.3333333333333"	"70.5882352941177"	"81.4814814814815"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"3.048"	84.6153846153846	50	"84.6153846153846"	"50"	"76.4705882352941"	"84.6153846153846"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"3.949"	76.9230769230769	50	"83.3333333333333"	"40"	"70.5882352941177"	"80"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"5.774"	76.9230769230769	75	"90.9090909090909"	"50"	"76.4705882352941"	"83.3333333333333"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"7.201"	69.2307692307692	75	"90"	"42.8571428571429"	"70.5882352941177"	"78.2608695652174"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"7.521"	69.2307692307692	100	"100"	"50"	"76.4705882352941"	"81.8181818181818"
"Peters Melanoma"	"Response2"	"re-analysis-agg"	"8.48"	61.5384615384615	100	"100"	"44.4444444444444"	"70.5882352941177"	"76.1904761904762"
