kegglevel3	Wargo.122637.R1	Wargo.120662.R1	Wargo.122410.R1	Wargo.124418.R1	Wargo.133270.R1	Wargo.122639.R1	Wargo.132266.R1	Wargo.109865.R1	Wargo.115690.R1	Wargo.117349.R1	Wargo.121892.R1	Wargo.126747.R1	Wargo.126802.R1	Wargo.130510.R1	Wargo.130511.R1	Wargo.130801.R1	Wargo.131541.R1	Wargo.132265.R1	Wargo.123009.R1	Wargo.127262.R1	Wargo.127261.R1	Wargo.131300.R1	Wargo.131512.R1	Wargo.121296.R1	Wargo.121585.R1	Wargo.122412.R1	Wargo.123986.R1	Wargo.124419.R1	Wargo.132538.R1	Wargo.132268.R1	Wargo.131302.R1	Wargo.116774.R1	Wargo.121891.R1	Wargo.122114.R1	Wargo.123197.R1	Wargo.124421.R1	Wargo.131051.R1	Wargo.121409.R1	Wargo.118370.R1	Wargo.123704.R1	Wargo.122724.R1	Wargo.123305.R1	Wargo.118369.R1
Cellular_Processes;Cell_Motility;Bacterial_chemotaxis	0.00278991481254	0.00545544160476	0.00509810129536	0.00371964290645	0.00379147043914	0.00566968203474	0.0062666399751	0.00206250399038	0.00314257002762	0.00514257253986	0.00291780701532	0.00456255899623	0.00208509662345	0.00269624742092	0.00198981945612	0.00259006236607	0.00339456409242	0.00237527356942	0.0048468418014	0.00368747505654	0.00422786412286	0.0022366886177	0.00343098821093	0.00298078707053	0.00330005726077	0.00235962252397	0.00253504116849	0.000714224858433	0.00158532771297	0.00387615748038	0.0099029260157	0.00315133985538	0.00254730072952	0.0021627826065	0.00364358623105	0.00167506988874	0.00202454412246	0.00339073306436	0.00275577720323	0.00644276671541	0.0037758214466	0.00149205416936	0.00228711013025
Cellular_Processes;Cell_Motility;Bacterial_motility_proteins	0.00522071673953	0.0102496563171	0.00949132211664	0.00700730201444	0.00907042175497	0.0124670674109	0.0118029068532	0.00359682728188	0.00628534204586	0.0112437493897	0.00586914246753	0.00982561807694	0.00351800389544	0.00373812813186	0.0034064590689	0.0041147486343	0.00647567664416	0.00448521068112	0.0107374717361	0.0096106719506	0.00973781651109	0.00326586711431	0.00620474112612	0.00598110398666	0.00570554997353	0.00456985658708	0.00615488445117	0.00144644933527	0.00291769288968	0.00671536933514	0.0178908354637	0.00522177796682	0.00445447715978	0.0039187821314	0.00672352478807	0.00322019304435	0.00457891531756	0.00652989807202	0.00582199919416	0.0116717138462	0.00691170005602	0.00315521347107	0.00399369388017
Cellular_Processes;Cell_Motility;Cytoskeleton_proteins	0.00360395431571	0.00377343770359	0.00417909774947	0.003947971605	0.00281676991122	0.00322607957431	0.0038866219671	0.00341311225619	0.00395356235703	0.00443840215495	0.00420771470591	0.00346731764792	0.00358506227931	0.00355882612821	0.00315659437529	0.00361792281195	0.00406190629231	0.00368543767029	0.00309420002081	0.00299868543582	0.0042380139883	0.00365927983036	0.00341465731362	0.00351608238399	0.00351649578467	0.00352532929031	0.00387559230764	0.00285593945408	0.00319336456271	0.00377778817353	0.00391411122463	0.00364219481072	0.00339015336973	0.00291181005858	0.00338652282986	0.00300572443609	0.00356877392821	0.00339492904408	0.00444389978803	0.00407623125226	0.00290328434041	0.00309186538772	0.00350301382293
Cellular_Processes;Cell_Motility;Flagellar_assembly	0.00205942941036	0.0042807087214	0.00393521579679	0.00270195487355	0.00253047252441	0.00554261310172	0.00490342971989	0.00164384571067	0.00202879376253	0.00507989326615	0.00212478659462	0.00406668697696	0.0014112530022	0.00153465980071	0.00108378256091	0.000897182825403	0.00234043817043	0.00180006427457	0.00447641154104	0.00456180902236	0.004458283875	0.00121679419699	0.00236248092993	0.00262569896874	0.00208695714805	0.0016532058128	0.00209898908094	0.000515509071208	0.00152553656803	0.00264432228817	0.00767135851045	0.00198536792854	0.00175340889618	0.00160863263073	0.00281230328437	0.00129426946207	0.00211261189325	0.00249126759403	0.00244308383401	0.00475400926381	0.00294349017311	0.00108649582131	0.00179692646153
Cellular_Processes;Cell_Motility;Regulation_of_actin_cytoskeleton	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellular_Processes;Transport_and_Catabolism;Endocytosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98654868157e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellular_Processes;Transport_and_Catabolism;Lysosome	0.00299776271163	0.00244922533656	0.00179574595918	0.00219007561283	0.00249549123402	0.00062718550205	0.000734253369443	0.00276809081983	0.00195446121528	0.00148149474694	0.00140194681515	0.00162740053412	0.00226228908916	0.00189877549305	0.00288054492694	0.00169014283657	0.00222144267813	0.00354304671072	0.00239141402726	0.0021315719457	0.0019249130762	0.00335600001779	0.00244346884923	0.00233133093235	0.00258033614595	0.00308987781931	0.00144043534167	0.00469406048592	0.00246236032444	0.00282885719088	0.000682444053089	0.00204508719694	0.00310881998335	0.00364170714351	0.0033829988727	0.00405953594327	0.00310773711892	0.00263965269494	0.00181530797767	0.00044765762919	0.00424347876383	0.00359647314444	0.00239259269187
Cellular_Processes;Transport_and_Catabolism;Peroxisome	0.00227727362403	0.00187944471649	0.00183202009799	0.0019756502913	0.00133633304863	0.00137983485586	0.00147926567608	0.00211045159324	0.00178600104025	0.00185452934623	0.0020498161767	0.00180631204218	0.00218708124892	0.00265249842099	0.00242364314706	0.00137314127904	0.00202350383485	0.002280764445	0.0018759668427	0.00214666930396	0.00216868791443	0.00223533468997	0.00202636440064	0.002075489955	0.00199314311232	0.00224082691281	0.00148263393079	0.00275394161644	0.00202858706626	0.00201786512348	0.00114996732615	0.00197856231391	0.00221968408039	0.0024257725988	0.00224105128174	0.00246898792964	0.00224511939169	0.00207968012902	0.00172114862604	0.00138102428938	0.00226669198929	0.00252695722176	0.00206224612829
Cellular_Processes;Transport_and_Catabolism;Phagosome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01990617536e-07	1.01368097635e-06	2.08251160896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06323211247e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.83081491585e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35382016154e-07	0.0
Environmental_Information_Processing;Membrane_Transport;ABC_transporters	0.0263970604045	0.0298554493425	0.0315160635445	0.0287876274827	0.0326628546213	0.0398954985095	0.0441866023012	0.0183896721873	0.0279989294497	0.0298836530765	0.0271921870828	0.0324501931029	0.0230613316445	0.0222611791182	0.0257757843832	0.0369559959647	0.0285407302221	0.0226721534929	0.0299341629232	0.0274614382837	0.0258415573954	0.0255813040374	0.0303179775683	0.0296887386472	0.0290123056645	0.0250644833702	0.0298098221834	0.0170773179609	0.016736921262	0.0281188293831	0.0444760818088	0.032012079966	0.026828035876	0.026464235148	0.0265322443935	0.0213236939223	0.0227182381251	0.0302419516341	0.0282049419044	0.0416142411297	0.0250297179296	0.0204683970344	0.0217666368337
Environmental_Information_Processing;Membrane_Transport;Bacterial_secretion_system	0.00542705576095	0.00543242016557	0.00543055553844	0.00548223863169	0.00846177118034	0.00639584754778	0.00510873140666	0.00570551238449	0.00653964823334	0.00606823221809	0.00654491748464	0.00644460077727	0.00627810834819	0.0087888985018	0.0058542898284	0.00654938901371	0.0057081073467	0.00545058375066	0.00638286834375	0.00632316748703	0.00660382297353	0.00561473831575	0.00554817239762	0.00519014523991	0.00572967872744	0.00596739358456	0.00658610572381	0.00530532752706	0.00597192805745	0.00558282797335	0.00438715787582	0.00554113143343	0.00550598698867	0.00524781708846	0.00560049528291	0.00517662585963	0.0057481468735	0.00582745292206	0.00613342773628	0.00507261425512	0.00488395062512	0.00612560727628	0.00582015545896
Environmental_Information_Processing;Membrane_Transport;Phosphotransferase_system_PTS	0.00428691007127	0.00194611096749	0.00303100364731	0.00247029719741	0.00332811757916	0.00617916157778	0.00675467242123	0.000964503884891	0.0029407814007	0.00238688080565	0.00220933656595	0.00397013155991	0.00156260004913	0.00137464869467	0.00240522505686	0.00332486741524	0.00195288049389	0.001420773231	0.00335207530444	0.00379271895983	0.00134583654301	0.00198408438606	0.00288740262911	0.00390579157571	0.00280325702165	0.00184530507031	0.00530878142694	0.00131925203186	0.00148586744303	0.00204726497271	0.00682493149784	0.00343547426627	0.00280300619354	0.00374492703657	0.00262998486924	0.00175665383772	0.002160298359	0.00279185232288	0.00235665398139	0.00509405591804	0.00276080051224	0.00117901449974	0.00170310903025
Environmental_Information_Processing;Membrane_Transport;Secretion_system	0.00938503050008	0.0105275122985	0.0107376733521	0.00999711553883	0.0147111249816	0.0144455975764	0.0120069739078	0.00871536006505	0.0109392058739	0.0122658777075	0.0108498854827	0.0130106846773	0.00936838220485	0.011796556127	0.00907124228243	0.0110446535464	0.0100983638023	0.00877094856425	0.0131484539467	0.0133178392136	0.0124191616639	0.00849125449722	0.00991968698003	0.00998969356785	0.00962395156963	0.00955370991939	0.0117840625733	0.00756751956859	0.00922652105223	0.0094249629867	0.0118798044184	0.00961565291365	0.00904397904477	0.00843607146348	0.00978287601643	0.00802234631821	0.00958031242955	0.0102750006962	0.0106239855911	0.0116754384543	0.00906676795715	0.0091260424406	0.00918219494071
Environmental_Information_Processing;Membrane_Transport;Transporters	0.0571574178124	0.0609796357784	0.06598142588	0.0600712048725	0.0606709292105	0.0744788468347	0.0855167949655	0.0385279177441	0.0575018810376	0.0624691038486	0.055725719893	0.0641902621338	0.0476556924535	0.0456300346874	0.0530554169268	0.0717025594911	0.0585875757484	0.0494830539076	0.0570429228859	0.0533943237434	0.0537253745567	0.0550346479778	0.0619680897599	0.0608766592601	0.059301634633	0.050506212335	0.0637417503179	0.0379355157671	0.0338193663518	0.0583427989137	0.0911194144532	0.0641354317312	0.0564636680212	0.0557461000855	0.0561711352298	0.0479008517726	0.0488504213556	0.0602136440291	0.0629768661716	0.0838003606025	0.0569912388316	0.0435490861658	0.0445575713894
Environmental_Information_Processing;Signal_Transduction;Calcium_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;ErbB_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Hedgehog_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;MAPK_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;MAPK_signaling_pathway_-_yeast	0.000706720578866	0.000502474884649	0.000531962006537	0.000589620678669	0.000426700108621	0.000412907153941	0.000408839613348	0.000412349384593	0.000540122911291	0.000441964905689	0.000618297696701	0.000478832828021	0.00066127017427	0.000427327830031	0.00079663787749	0.000465353725276	0.000572532783258	0.00058838202679	0.000495272235903	0.00058376451972	0.000471345505337	0.00065607469658	0.00069239671749	0.000592286953797	0.000651476355622	0.000630729206398	0.000434773342427	0.000838782217817	0.00017161208425	0.000562665039012	0.000362210863429	0.000565376435559	0.000680287461137	0.00081419683466	0.000598516302753	0.00082420127958	0.000645086274963	0.000579045201001	0.000418095628519	0.00045299287865	0.000603792856023	0.000856831807791	0.000391402352187
Environmental_Information_Processing;Signal_Transduction;Notch_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Phosphatidylinositol_signaling_system	0.00100868472265	0.000933647256236	0.000847159620474	0.000940338259372	0.00112668408647	0.000791305060808	0.00066282108152	0.000886778297098	0.000998237631862	0.0008415241572	0.00091109882892	0.000910650109832	0.000985618537918	0.0012714768405	0.00105449114034	0.000926716423748	0.00096105790282	0.00114519131511	0.00104257460256	0.00112858223115	0.00105238078449	0.000930922026722	0.000933694057303	0.00108142081402	0.00100764557381	0.00115279419991	0.000991027471708	0.00128325279504	0.000737903216534	0.000912874563787	0.000623037052784	0.000995831561038	0.00094077425396	0.00103114781152	0.000955548804396	0.00108386875154	0.00111038442799	0.000952868848551	0.00093822064403	0.000632881384016	0.000919796593755	0.00115681001692	0.000859993120055
Environmental_Information_Processing;Signal_Transduction;TGF-beta_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Two-component_system	0.0127370022448	0.015828038802	0.0146723608847	0.0132207407837	0.0185125047965	0.0188835135015	0.0164595865217	0.00956554677049	0.0133493579223	0.0143397000383	0.012114803034	0.0163828668408	0.0118651427959	0.0127080510389	0.0128795707653	0.0135958319084	0.0132735118163	0.0128139318158	0.0180013634018	0.0164138916701	0.0139309574101	0.0122516920712	0.0134771563242	0.0136094616776	0.0140751664704	0.0135327669286	0.0131369749153	0.0116879922146	0.00828711017898	0.0142249044089	0.0201737090147	0.0146322415993	0.0124666454503	0.0134894315233	0.0147486880678	0.0118262826873	0.0121551786589	0.0154345299377	0.0122180893606	0.0158314971183	0.0140020339214	0.0120692248698	0.0105358464492
Environmental_Information_Processing;Signal_Transduction;VEGF_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;Wnt_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signal_Transduction;mTOR_signaling_pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01990617536e-07	1.01368097635e-06	2.08251160896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06323211247e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.83081491585e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35382016154e-07	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Bacterial_toxins	0.00131536410916	0.00112932948939	0.00123525768814	0.00135489388101	0.00134015353085	0.000742483839172	0.00115050077561	0.0010321352405	0.00143857717809	0.00106825080224	0.00120556597043	0.00106794708826	0.0011511689231	0.000878597041913	0.00136005391397	0.00136766787085	0.00134842209075	0.00148287325302	0.00107276117988	0.00112311217381	0.0010646674637	0.00154463812703	0.00130847148634	0.00142585627276	0.00139514615903	0.00142574598876	0.00159175351477	0.00170540384544	0.000812642147698	0.00135886472944	0.000873061969357	0.00133458102935	0.00139710427428	0.00156322428674	0.00130924282031	0.00149224048507	0.0014090843326	0.0012914081212	0.0013530839366	0.00105114480864	0.00136100270525	0.00145156364186	0.00105110270229
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;CAM_ligands	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Cellular_antigens	0.000519996967156	0.000463466334902	0.000345484758963	0.000562205569066	0.0003585283789	0.000246379973294	0.000146744848277	0.00129584705623	0.00046397244848	0.000326574221214	0.000522085660367	0.000445858837558	0.000956280494975	0.000474349392948	0.000845013102363	0.000221102884908	0.000540607163374	0.000808554832124	0.000627092013238	0.000701042549169	0.000541682292117	0.000847171925419	0.000406939298221	0.000760066081896	0.000580530616508	0.000855805172019	0.000283455169327	0.00114309576637	0.00150972640952	0.000641249541667	3.94000973096e-05	0.000634793704806	0.000634386704693	0.000906064641721	0.000761731160647	0.000838212927327	0.000781652196023	0.000547003174068	0.000402074485106	5.72784328782e-05	0.000671860625423	0.000829838122789	0.00117768177624
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Cytokine_receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Cytokine-cytokine_receptor_interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;ECM-receptor_interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;G_protein-coupled_receptors	1.88609708798e-07	3.1974221104e-07	0.0	0.0	0.0	0.0	1.76376019564e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42088011719e-07	3.86977210719e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98654868157e-07	0.0	0.0	0.0	1.8490471213e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;GTP-binding_proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Environmental_Information_Processing;Signaling_Molecules_and_Interaction;Glycan_bindng_proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
