PID	Study	Species	WGSID	abWGS	16SID	ab16SrRNA
115690	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162201	0.092896370232508	Wargo.115690	0.075
115690	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162201	0	Wargo.115690	2.4375
116774	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162202	0	Wargo.116774	0
116774	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162202	0.0657887285786978	Wargo.116774	0.0125
116774	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162202	5.30665675893492	Wargo.116774	2.2625
116774	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162202	0.321476762517022	Wargo.116774	34.65
116774	Gopalakrishnan	s__Clostridium_scindens	ERR2162202	0	Wargo.116774	0
116774	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162202	6.97620109782184	Wargo.116774	2.3125
116774	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162202	0	Wargo.116774	0
116774	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162202	0.00156353468285754	Wargo.116774	0.2125
116774	Gopalakrishnan	s__Roseburia_hominis	ERR2162202	0.317818492265464	Wargo.116774	0.15
116774	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162202	0.33619002478904	Wargo.116774	0.025
116774	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162202	11.6691905390516	Wargo.116774	1.75
116774	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162202	1.36004465294692	Wargo.116774	0.4
118369	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162204	0	Wargo.118369	0
118369	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162204	0	Wargo.118369	0
118369	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162204	0.0698200139640028	Wargo.118369	0.0125
118369	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162204	4.00675080135016	Wargo.118369	11.2625
118369	Gopalakrishnan	s__Clostridium_scindens	ERR2162204	0	Wargo.118369	0
118369	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162204	2.11783042356609	Wargo.118369	1.9375
118369	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162204	0	Wargo.118369	0
118369	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162204	0	Wargo.118369	0.1
118369	Gopalakrishnan	s__Roseburia_hominis	ERR2162204	0.0212900042580009	Wargo.118369	0.0125
118369	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162204	0.0683800136760027	Wargo.118369	0.0625
118369	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162204	0.346490069298014	Wargo.118369	0.1625
118369	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162204	0.103660020732004	Wargo.118369	0.0875
120662	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162205	0.313966310722846	Wargo.120662	2.05
120662	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162205	3.91859876383515	Wargo.120662	2.7
120662	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162205	3.89001818936561	Wargo.120662	5.1625
120662	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162205	1.17083353375403	Wargo.120662	8.0875
120662	Gopalakrishnan	s__Clostridium_scindens	ERR2162205	0	Wargo.120662	0
120662	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162205	5.82325704746666	Wargo.120662	5.6375
120662	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162205	0	Wargo.120662	0
120662	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162205	4.85071749942174	Wargo.120662	0.2375
120662	Gopalakrishnan	s__Roseburia_hominis	ERR2162205	0.132132655866383	Wargo.120662	0.125
120662	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162205	1.7571353184199	Wargo.120662	1.475
120662	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162205	1.16166334943332	Wargo.120662	1.425
120662	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162205	1.53408083502478	Wargo.120662	0.45
121296	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162206	0.10736996778901	Wargo.121296	0.2375
121296	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162206	0	Wargo.121296	0
121296	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162206	0	Wargo.121296	0.0375
121296	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162206	52.0481943855417	Wargo.121296	60.3625
121296	Gopalakrishnan	s__Clostridium_scindens	ERR2162206	0	Wargo.121296	0
121296	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162206	0	Wargo.121296	0.075
121296	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162206	0	Wargo.121296	0
121296	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162206	0	Wargo.121296	0.025
121296	Gopalakrishnan	s__Roseburia_hominis	ERR2162206	0	Wargo.121296	0
121296	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162206	0.134759959572012	Wargo.121296	0.0375
121296	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162206	0.00760999771700069	Wargo.121296	0.0125
121296	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162206	0	Wargo.121296	0
121585	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162207	10.4882269300367	Wargo.121585	3.9
121585	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162207	0.21038418177001	Wargo.121585	0.1625
121585	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162207	1.62731959253403	Wargo.121585	1.675
121585	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162207	15.4345240211897	Wargo.121585	18.85
121585	Gopalakrishnan	s__Clostridium_scindens	ERR2162207	0.0346383136009472	Wargo.121585	0.025
121585	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162207	5.13946228475638	Wargo.121585	3.525
121585	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162207	0	Wargo.121585	0
121585	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162207	0.0638675209715556	Wargo.121585	0.4125
121585	Gopalakrishnan	s__Roseburia_hominis	ERR2162207	1.40238090825905	Wargo.121585	0.45
121585	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162207	1.74488751813678	Wargo.121585	0.9625
121585	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162207	0.11181824601717	Wargo.121585	0.1125
121585	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162207	0	Wargo.121585	0
121891	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162208	0	Wargo.121891	0
121891	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162208	1.04109989589001	Wargo.121891	1.175
121891	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162208	6.24823937517606	Wargo.121891	6.4
121891	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162208	0	Wargo.121891	0
121891	Gopalakrishnan	s__Clostridium_scindens	ERR2162208	0	Wargo.121891	0
121891	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162208	2.54101974589803	Wargo.121891	3.275
121891	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162208	0	Wargo.121891	0
121891	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162208	0.00152999984700002	Wargo.121891	1.125
121891	Gopalakrishnan	s__Roseburia_hominis	ERR2162208	0.219669978033002	Wargo.121891	0.0875
121891	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162208	0.464169953583005	Wargo.121891	0.5625
121891	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162208	0.00476999952300005	Wargo.121891	0.0125
121891	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162208	0	Wargo.121891	0
122724	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162209	0	Wargo.122724	0
122724	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162209	0	Wargo.122724	0.0125
122724	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162209	0	Wargo.122724	0
122724	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162209	0	Wargo.122724	0
122724	Gopalakrishnan	s__Clostridium_scindens	ERR2162209	0	Wargo.122724	0.025
122724	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162209	0	Wargo.122724	0
122724	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162209	0	Wargo.122724	0
122724	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162209	0	Wargo.122724	0
122724	Gopalakrishnan	s__Roseburia_hominis	ERR2162209	0.0156988216159741	Wargo.122724	0.025
122724	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162209	3.68683717966159	Wargo.122724	3.025
122724	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162209	0	Wargo.122724	0
122724	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162209	0	Wargo.122724	0
123009	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162210	0.417827675465594	Wargo.123009	4.1875
123009	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162210	1.49529134675883	Wargo.123009	1.2875
123009	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162210	9.75860618524667	Wargo.123009	7.8
123009	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162210	6.74024258313472	Wargo.123009	13.2
123009	Gopalakrishnan	s__Clostridium_scindens	ERR2162210	0	Wargo.123009	0
123009	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162210	2.23026097694656	Wargo.123009	1.5
123009	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162210	0	Wargo.123009	0
123009	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162210	0	Wargo.123009	0
123009	Gopalakrishnan	s__Roseburia_hominis	ERR2162210	0.0462078407399196	Wargo.123009	0.05
123009	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162210	1.34920070170882	Wargo.123009	0.975
123009	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162210	0.0966309927549839	Wargo.123009	0.075
123009	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162210	1.06506864885323	Wargo.123009	0.45
123197	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162211	0	Wargo.123197	0
123197	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162211	1.93248253611227	Wargo.123197	1.475
123197	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162211	3.17820201948066	Wargo.123197	4.7375
123197	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162211	0.0796865987185131	Wargo.123197	0.0125
123197	Gopalakrishnan	s__Clostridium_scindens	ERR2162211	0	Wargo.123197	0
123197	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162211	1.79333355137875	Wargo.123197	7.8125
123197	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162211	0	Wargo.123197	0
123197	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162211	0.132907684670717	Wargo.123197	2.4875
123197	Gopalakrishnan	s__Roseburia_hominis	ERR2162211	2.45293094551595	Wargo.123197	1.9875
123197	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162211	1.38841920772097	Wargo.123197	1.425
123197	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162211	0	Wargo.123197	0
123197	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162211	0	Wargo.123197	0
124418	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162212	0.304462806676272	Wargo.124418	0.3
124418	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162212	1.76087809502505	Wargo.124418	1.175
124418	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162212	1.08650393301558	Wargo.124418	0.725
124418	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162212	7.64716569367558	Wargo.124418	18.7375
124418	Gopalakrishnan	s__Clostridium_scindens	ERR2162212	0	Wargo.124418	0
124418	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162212	5.10939871972154	Wargo.124418	5.25
124418	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162212	0.144923215506604	Wargo.124418	0.0125
124418	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162212	1.54472380852528	Wargo.124418	0.425
124418	Gopalakrishnan	s__Roseburia_hominis	ERR2162212	0.290976924134307	Wargo.124418	0.1
124418	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162212	1.03075961734509	Wargo.124418	0.525
124418	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162212	0.644421096482285	Wargo.124418	0.3375
124418	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162212	0	Wargo.124418	0.6125
126802	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162213	0	Wargo.126802	0
126802	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162213	0.000330232384528993	Wargo.126802	0
126802	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162213	0.074622511861597	Wargo.126802	0.0375
126802	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162213	6.21012006148727	Wargo.126802	10.325
126802	Gopalakrishnan	s__Clostridium_scindens	ERR2162213	0	Wargo.126802	0
126802	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162213	5.97659573041549	Wargo.126802	4.1875
126802	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162213	0	Wargo.126802	0
126802	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162213	3.06226491582126	Wargo.126802	0.2125
126802	Gopalakrishnan	s__Roseburia_hominis	ERR2162213	0	Wargo.126802	0
126802	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162213	0	Wargo.126802	0
126802	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162213	0.565147694432572	Wargo.126802	0.25
126802	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162213	0.658933691638806	Wargo.126802	0.25
130510	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162214	0	Wargo.130510	0
130510	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162214	0	Wargo.130510	0.0125
130510	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162214	3.91808114951477	Wargo.130510	1.75
130510	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162214	4.04436342570829	Wargo.130510	12.125
130510	Gopalakrishnan	s__Clostridium_scindens	ERR2162214	0	Wargo.130510	0.0125
130510	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162214	8.99112603463251	Wargo.130510	8.95
130510	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162214	0	Wargo.130510	0
130510	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162214	0	Wargo.130510	0.2625
130510	Gopalakrishnan	s__Roseburia_hominis	ERR2162214	0.034616106281148	Wargo.130510	0
130510	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162214	0.212087412219515	Wargo.130510	0.05
130510	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162214	0.357933139405791	Wargo.130510	0.2
130510	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162214	0.93932569705296	Wargo.130510	0.3375
130511	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162215	1.59098031819606	Wargo.130511	0.825
130511	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162215	0	Wargo.130511	0.0125
130511	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162215	0.00143000028600006	Wargo.130511	0.0125
130511	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162215	2.3734704746941	Wargo.130511	9
130511	Gopalakrishnan	s__Clostridium_scindens	ERR2162215	0	Wargo.130511	0
130511	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162215	0.966630193326039	Wargo.130511	2.0125
130511	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162215	0	Wargo.130511	0
130511	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162215	10.1092320218464	Wargo.130511	0.5625
130511	Gopalakrishnan	s__Roseburia_hominis	ERR2162215	0	Wargo.130511	0
130511	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162215	0	Wargo.130511	0
130511	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162215	0	Wargo.130511	0
130511	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162215	0.341490068298014	Wargo.130511	0.175
131051	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162216	0	Wargo.131051	0
131051	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162216	0	Wargo.131051	0
131051	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162216	5.70089310247963	Wargo.131051	6.4375
131051	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162216	3.66117061210942	Wargo.131051	27.8625
131051	Gopalakrishnan	s__Clostridium_scindens	ERR2162216	0	Wargo.131051	0
131051	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162216	0.206914882786184	Wargo.131051	1.0625
131051	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162216	0	Wargo.131051	0
131051	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162216	0	Wargo.131051	0
131051	Gopalakrishnan	s__Roseburia_hominis	ERR2162216	0	Wargo.131051	0
131051	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162216	0.0549444895351493	Wargo.131051	0.0125
131051	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162216	0	Wargo.131051	0
131051	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162216	0	Wargo.131051	0
131300	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162217	0	Wargo.131300	0.0125
131300	Gopalakrishnan	s__Clostridium_scindens	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162217	3.56429893071032	Wargo.131300	5.4
131300	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162217	0	Wargo.131300	5.65
131300	Gopalakrishnan	s__Roseburia_hominis	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162217	0	Wargo.131300	0
131300	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162217	0	Wargo.131300	0
131512	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162218	0.360010852117021	Wargo.131512	3.8125
131512	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162218	1.13058945001989	Wargo.131512	0.6875
131512	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162218	3.86280964842734	Wargo.131512	3.5875
131512	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162218	0	Wargo.131512	0.025
131512	Gopalakrishnan	s__Clostridium_scindens	ERR2162218	0	Wargo.131512	0
131512	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162218	3.77509539514724	Wargo.131512	4.6
131512	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162218	0	Wargo.131512	0
131512	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162218	1.29093218902316	Wargo.131512	0.2375
131512	Gopalakrishnan	s__Roseburia_hominis	ERR2162218	0	Wargo.131512	0
131512	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162218	0.690793656911505	Wargo.131512	0.5375
131512	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162218	0	Wargo.131512	0
131512	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162218	0	Wargo.131512	0
131541	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162219	1.31566	Wargo.131541	0.55
131541	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162219	1.3014	Wargo.131541	0.95
131541	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162219	3.38183	Wargo.131541	2.0125
131541	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162219	11.59104	Wargo.131541	22.2875
131541	Gopalakrishnan	s__Clostridium_scindens	ERR2162219	0	Wargo.131541	0
131541	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162219	5.18824	Wargo.131541	6.65
131541	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162219	0	Wargo.131541	0
131541	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162219	0.18977	Wargo.131541	0.2375
131541	Gopalakrishnan	s__Roseburia_hominis	ERR2162219	0.11738	Wargo.131541	0.025
131541	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162219	0.51265	Wargo.131541	0.0875
131541	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162219	0.43697	Wargo.131541	0.3125
131541	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162219	3.31926	Wargo.131541	1.175
132265	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162220	0	Wargo.132265	0
132265	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162220	0.306060875508139	Wargo.132265	0.375
132265	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162220	6.93898016315445	Wargo.132265	11.6625
132265	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162220	10.8504981640848	Wargo.132265	28.1875
132265	Gopalakrishnan	s__Clostridium_scindens	ERR2162220	0.00416082758860737	Wargo.132265	0
132265	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162220	4.23941321928932	Wargo.132265	2.85
132265	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162220	0	Wargo.132265	0
132265	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162220	3.12549166029123	Wargo.132265	2.4875
132265	Gopalakrishnan	s__Roseburia_hominis	ERR2162220	0.356520912009399	Wargo.132265	0.1875
132265	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162220	2.78987490611883	Wargo.132265	1.2
132265	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162220	0	Wargo.132265	0
132265	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162220	4.89359333571447	Wargo.132265	2.0625
132266	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162221	0	Wargo.132266	0
132266	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162221	0	Wargo.132266	0
132266	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162221	0.419888355227934	Wargo.132266	0.0375
132266	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162221	0.610149796300969	Wargo.132266	0.275
132266	Gopalakrishnan	s__Clostridium_scindens	ERR2162221	0.000771872021213048	Wargo.132266	0
132266	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162221	7.14084870035297	Wargo.132266	12.9375
132266	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162221	0.107981888474116	Wargo.132266	0.0125
132266	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162221	5.1689462453288	Wargo.132266	0.8
132266	Gopalakrishnan	s__Roseburia_hominis	ERR2162221	0.234017562795047	Wargo.132266	0.0375
132266	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162221	0	Wargo.132266	0
132266	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162221	0.0519359602844779	Wargo.132266	0.025
132266	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162221	0.272931941838541	Wargo.132266	0.1375
132268	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162222	0	Wargo.132268	0
132268	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162222	2.80888084266425	Wargo.132268	1.4625
132268	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162222	16.3893049167915	Wargo.132268	8.925
132268	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162222	1.31963039588912	Wargo.132268	3.2125
132268	Gopalakrishnan	s__Clostridium_scindens	ERR2162222	0	Wargo.132268	0
132268	Gopalakrishnan	s__Faecalibacterium_prausnitzii	ERR2162222	9.07669272300781	Wargo.132268	15.8125
132268	Gopalakrishnan	s__Methanobrevibacter_smithii	ERR2162222	0	Wargo.132268	0
132268	Gopalakrishnan	s__Parabacteroides_distasonis	ERR2162222	0.431400129420039	Wargo.132268	2.5875
132268	Gopalakrishnan	s__Roseburia_hominis	ERR2162222	0	Wargo.132268	0
132268	Gopalakrishnan	s__Roseburia_intestinalis	ERR2162222	3.2984409895323	Wargo.132268	2.025
132268	Gopalakrishnan	s__Roseburia_inulinivorans	ERR2162222	0.0233100069930021	Wargo.132268	0.0375
132268	Gopalakrishnan	s__Ruminococcus_bromii	ERR2162222	1.45465043639513	Wargo.132268	0.5375
132538	Gopalakrishnan	s__Akkermansia_muciniphila	ERR2162223	1.28141100844002	Wargo.132538	0.225
132538	Gopalakrishnan	s__Bacteroides_fragilis	ERR2162223	0.226491436205162	Wargo.132538	0.1
132538	Gopalakrishnan	s__Bacteroides_ovatus	ERR2162223	2.47279157096577	Wargo.132538	0.5625
132538	Gopalakrishnan	s__Bacteroides_vulgatus	ERR2162223	5.02654152758091	Wargo.132538	2.625
132538	Gopalakrishnan	s__Clostridium_scindens	ERR2162223	0.00153034754192677	Wargo.132538	0
